#{"t_start": 1718039271.8172429, "env_id": null}
r,l,t
261.943,250,1630.35305
255.18875,250,1630.379946
195.8803,250,1630.444459
313.6832,250,1630.668966
214.08139,250,1630.85245
222.34222,250,1631.424406
245.08124,250,1633.00643
-17.99125,113,1633.208709
230.60925,250,1633.439937
119.36678,220,1633.830585
192.8273,250,1634.17129
218.79036,250,1635.076047
235.2806,250,1635.213455
202.36684,250,1635.978951
232.79472,250,1636.006187
210.52979,250,1636.079249
232.7946,250,1636.493629
248.872,250,1637.105939
231.72809,250,1638.667562
235.96165,250,1638.87021
290.94034,250,1639.082284
316.4211,250,1639.495197
263.08612,250,1639.832054
110.586174,213,1639.923743
36.914032,152,1639.923822
232.24753,250,1640.888465
266.05203,250,1641.619488
226.36028,250,1641.645345
211.84024,250,1641.716389
36.468338,141,1642.649273
228.74803,250,1642.696629
-0.044752564,98,1643.06805
84.86103,167,1643.656119
253.86241,250,1644.269704
262.70834,250,1644.468806
231.16502,250,1644.690147
230.99004,250,1645.444647
275.1407,250,1645.541847
280.63214,250,1647.21555
228.10182,250,1647.24101
267.42508,250,1647.309567
281.17764,250,1648.237146
264.079,250,1648.285653
265.95053,250,1648.678505
268.9233,250,1649.279773
270.30188,250,1649.88429
258.86154,250,1650.088114
240.27411,250,1650.309886
309.5994,250,1651.063429
256.77432,250,1651.155765
300.6022,250,1652.890174
244.03473,250,1652.914109
290.1036,250,1652.988028
285.323,250,1653.918636
318.3401,250,1653.965532
265.67612,250,1654.348409
248.0166,250,1654.912127
268.4872,250,1655.513826
372.67197,250,1655.714425
280.04184,250,1655.936692
277.70316,250,1656.682006
340.4235,250,1656.767923
390.39893,250,1658.457406
327.5676,250,1658.481618
307.61478,250,1658.552937
294.12613,250,1659.464212
313.48227,250,1659.510354
352.83746,250,1659.882082
277.67538,250,1660.456747
76.09461,190,1660.992409
357.0934,250,1661.084038
311.179,250,1661.298177
356.88794,250,1661.518148
310.1326,250,1662.260695
338.56277,250,1664.080868
300.69043,250,1664.106132
328.62485,250,1664.175062
331.11145,250,1665.107917
281.90686,250,1665.155585
338.37088,250,1665.551982
291.469,250,1666.135026
352.64008,250,1666.646617
415.8319,250,1666.740612
324.61774,250,1666.93818
293.56354,250,1667.157439
339.17487,250,1667.892609
334.97992,250,1669.677313
343.8308,250,1669.706458
408.2389,250,1669.776715
393.8133,250,1670.728203
344.54544,250,1670.773879
357.79788,250,1671.155894
333.45587,250,1671.757215
344.59427,250,1672.284991
344.8496,250,1672.378133
303.6772,250,1672.577744
337.2996,250,1672.796426
360.49228,250,1673.529517
449.71292,250,1675.325885
377.88202,250,1675.34983
343.52786,250,1675.415624
401.3093,250,1676.373818
357.0723,250,1676.41882
357.89246,250,1676.811341
352.76614,250,1677.399724
356.62848,250,1677.917445
338.33032,250,1678.014453
373.62714,250,1678.215678
359.12894,250,1678.43703
332.82544,250,1679.177413
333.07687,250,1680.978213
326.37262,250,1681.005319
326.3211,250,1681.073058
384.56485,250,1682.015276
318.64832,250,1682.058896
324.64468,250,1682.442152
315.60837,250,1683.039232
321.9534,250,1683.557756
328.6612,250,1683.648115
357.91833,250,1683.852799
312.25858,250,1684.08537
385.43094,250,1684.836489
326.12366,250,1686.647982
329.08582,250,1686.672723
372.0665,250,1686.740565
322.8837,250,1687.699375
331.35007,250,1687.750119
355.75253,250,1688.143728
358.4274,250,1688.74388
313.3128,250,1689.268056
355.21603,250,1689.360978
341.22812,250,1689.562785
352.00726,250,1689.790447
347.06476,250,1690.531018
381.4785,250,1692.322413
402.65552,250,1692.345464
412.24258,250,1692.413115
344.6199,250,1693.35528
376.6862,250,1693.403503
394.57816,250,1693.789658
396.39352,250,1694.372208
380.57196,250,1694.907759
403.223,250,1695.004153
385.48355,250,1695.201809
340.84573,250,1695.428898
352.79758,250,1696.165436
383.87354,250,1697.952932
389.5131,250,1697.977348
392.27615,250,1698.041379
422.3631,250,1698.986926
419.65817,250,1699.03281
420.3601,250,1699.415758
468.81332,250,1700.023773
396.4558,250,1700.549524
428.0957,250,1700.64477
404.5089,250,1700.853093
369.04086,250,1701.069325
394.97763,250,1701.800616
400.9218,250,1703.564094
368.96658,250,1703.58956
400.40018,250,1703.655836
393.97675,250,1704.586981
379.3946,250,1704.635229
365.88263,250,1705.008267
358.307,250,1705.594981
399.82095,250,1706.127281
412.19955,250,1706.222976
412.39267,250,1706.430569
406.20685,250,1706.655878
376.79526,250,1707.410997
414.80438,250,1709.197904
444.57248,250,1709.223954
393.36142,250,1709.294962
398.06403,250,1710.241776
407.437,250,1710.288932
406.77954,250,1710.668018
425.48935,250,1711.261535
426.8273,250,1711.791594
399.73453,250,1711.886003
428.28244,250,1712.090879
407.4892,250,1712.312601
416.44867,250,1713.054095
406.8669,250,1714.870028
415.26105,250,1714.894229
328.87393,250,1714.960697
385.2889,250,1715.90679
365.38116,250,1715.952508
418.47128,250,1716.341304
383.3471,250,1716.922585
380.9314,250,1717.446058
442.15845,250,1717.536427
427.40555,250,1717.728164
421.53607,250,1717.960921
412.0303,250,1718.741703
432.04807,250,1720.567194
361.8832,250,1720.591456
399.08072,250,1720.664042
371.81888,250,1721.60893
353.36475,250,1721.65653
428.65808,250,1722.040857
416.75766,250,1722.620477
403.73965,250,1723.142517
376.82822,250,1723.234195
404.86642,250,1723.431922
369.11432,250,1723.647024
379.81082,250,1724.384949
360.38474,250,1726.178036
383.91788,250,1726.203053
428.8973,250,1726.267095
427.53128,250,1727.225705
399.26242,250,1727.273148
356.2585,250,1727.655166
406.89737,250,1728.233022
421.68478,250,1728.749985
371.38422,250,1728.838967
432.1374,250,1729.047021
377.30896,250,1729.284794
386.86502,250,1730.035705
409.97446,250,1731.860146
386.38687,250,1731.887258
391.1804,250,1731.952555
385.5082,250,1732.901711
378.17575,250,1732.94579
422.40726,250,1733.327923
386.75183,250,1733.911733
417.28357,250,1734.421904
462.23044,250,1734.512631
395.03998,250,1734.7241
404.29156,250,1734.961454
376.27374,250,1735.701315
408.06955,250,1737.532422
391.01706,250,1737.558231
452.52054,250,1737.63213
432.88373,250,1738.571085
420.26605,250,1738.617349
419.21893,250,1739.005731
408.84137,250,1739.584206
414.972,250,1740.10161
451.72946,250,1740.195874
449.4177,250,1740.398046
427.0417,250,1740.631519
434.76947,250,1741.390049
398.74344,250,1743.190534
391.81995,250,1743.216881
464.35803,250,1743.289037
409.38898,250,1744.220363
507.86407,250,1744.267734
481.132,250,1744.651646
398.45844,250,1745.246552
420.07373,250,1745.76391
427.74545,250,1745.861305
417.73535,250,1746.058559
440.23495,250,1746.282941
462.42087,250,1747.048488
411.03503,250,1748.841115
449.6916,250,1748.865758
471.91736,250,1748.93643
547.8248,250,1749.863902
444.29077,250,1749.912048
442.1487,250,1750.289363
400.1438,250,1750.87641
469.85333,250,1751.395809
527.59656,250,1751.486835
541.2222,250,1751.689304
398.62375,250,1751.913472
417.39694,250,1752.660776
514.8116,250,1754.446438
542.7933,250,1754.470828
406.2598,250,1754.542469
481.72018,250,1755.486311
435.73578,250,1755.530963
439.29553,250,1755.920346
453.42313,250,1756.494137
459.70047,250,1757.001442
444.87045,250,1757.091752
416.57733,250,1757.293746
414.70322,250,1757.514613
412.703,250,1758.256576
498.47873,250,1760.073378
418.39484,250,1760.098787
412.8514,250,1760.172179
421.22125,250,1761.122079
422.88867,250,1761.164802
425.5685,250,1761.552951
410.1988,250,1762.138006
418.96646,250,1762.655711
488.6622,250,1762.746925
455.337,250,1762.958555
405.5101,250,1763.189705
415.5326,250,1763.924176
412.43857,250,1765.704453
443.83658,250,1765.730561
459.405,250,1765.801763
422.2911,250,1766.734271
439.41455,250,1766.779868
418.79184,250,1767.151057
430.91208,250,1767.717127
485.38278,250,1768.242713
463.0682,250,1768.336358
420.7868,250,1768.541082
442.7605,250,1768.771016
491.603,250,1769.51018
413.18115,250,1771.324032
458.3929,250,1771.346672
435.6253,250,1771.416625
513.3063,250,1772.367233
470.1817,250,1772.413164
413.8732,250,1772.801535
461.1562,250,1773.387584
428.519,250,1773.89282
452.7892,250,1773.984288
493.85696,250,1774.181626
498.05124,250,1774.398404
454.5929,250,1775.15062
461.71735,250,1776.943867
460.97772,250,1776.970582
518.9003,250,1777.04121
429.00314,250,1777.971303
412.824,250,1778.021456
454.62952,250,1778.383617
420.0377,250,1778.964777
446.68176,250,1779.481367
507.06433,250,1779.577351
484.6147,250,1779.788722
445.09702,250,1780.009045
435.0992,250,1780.757646
411.5495,250,1782.552368
446.61508,250,1782.577226
430.8339,250,1782.645719
440.5258,250,1783.60274
440.51602,250,1783.649752
461.77783,250,1784.038053
437.99106,250,1784.624804
404.52255,250,1785.144061
451.48993,250,1785.241117
487.0073,250,1785.438591
446.4661,250,1785.664966
429.46173,250,1786.408232
398.7567,250,1788.192334
450.5318,250,1788.216894
446.45157,250,1788.28995
466.58972,250,1789.252914
423.85373,250,1789.303063
434.226,250,1789.691725
438.8164,250,1790.268841
462.37497,250,1790.786811
433.87918,250,1790.884464
464.5101,250,1791.091794
413.02933,250,1791.325181
416.10135,250,1792.07269
444.55655,250,1793.887801
430.78107,250,1793.908583
468.2402,250,1793.978364
427.62653,250,1794.930154
436.06506,250,1794.97621
432.50714,250,1795.372583
478.65466,250,1795.954623
445.9789,250,1796.475185
440.97604,250,1796.569494
464.1823,250,1796.776012
471.46423,250,1796.999061
451.359,250,1797.739272
439.37418,250,1799.526518
504.4048,250,1799.548264
411.90332,250,1799.615219
457.34268,250,1800.557969
477.13348,250,1800.605265
487.77585,250,1800.989061
448.50937,250,1801.57248
464.21677,250,1802.076613
474.7324,250,1802.162233
455.21652,250,1802.366637
472.24194,250,1802.599255
410.97665,250,1803.336388
420.65866,250,1805.145582
518.0317,250,1805.169464
471.51862,250,1805.236916
557.7067,250,1806.16737
467.43872,250,1806.212344
457.73727,250,1806.589697
462.72366,250,1807.159186
451.7457,250,1807.65702
440.92172,250,1807.746961
496.89435,250,1807.949832
448.66446,250,1808.175951
491.864,250,1808.906477
535.3698,250,1810.671371
454.78302,250,1810.69688
468.63553,250,1810.770078
469.32648,250,1811.70833
454.80948,250,1811.75278
442.3998,250,1812.139104
497.00723,250,1812.732306
491.78772,250,1813.238012
456.81964,250,1813.323808
431.67926,250,1813.523207
415.51428,250,1813.733455
484.96555,250,1814.485847
507.88992,250,1816.276239
490.20737,250,1816.298378
485.82605,250,1816.365555
515.5744,250,1817.306952
507.22302,250,1817.356664
509.05777,250,1817.732541
448.0165,250,1818.318511
464.9103,250,1818.828575
492.20013,250,1818.920909
457.8362,250,1819.122346
514.5287,250,1819.346616
410.35153,250,1820.079947
458.4127,250,1821.875573
515.12915,250,1821.900441
450.5849,250,1821.97387
466.63464,250,1822.922728
467.20084,250,1822.969954
413.61218,250,1823.351118
470.25827,250,1823.933443
490.44672,250,1824.451533
424.68503,250,1824.541491
494.58804,250,1824.749641
443.7022,250,1824.972934
479.52863,250,1825.720697
437.7111,250,1827.509778
496.6872,250,1827.532667
524.99384,250,1827.603274
499.3898,250,1828.52794
474.73712,250,1828.576978
463.81973,250,1828.976278
532.2665,250,1829.567302
513.1737,250,1830.084068
429.91885,250,1830.178324
489.98154,250,1830.378288
486.9091,250,1830.600234
444.71027,250,1831.325137
508.47534,250,1833.135587
497.6855,250,1833.162428
459.02338,250,1833.234755
465.5996,250,1834.181331
481.37924,250,1834.225581
479.40198,250,1834.613772
496.82114,250,1835.200516
528.2892,250,1835.719325
469.72336,250,1835.809765
494.23407,250,1836.014312
476.03134,250,1836.24038
524.1731,250,1836.989991
497.6504,250,1838.78067
509.86224,250,1838.803503
484.72668,250,1838.875213
437.49344,250,1839.822506
474.41037,250,1839.871836
503.4816,250,1840.244787
516.6878,250,1840.81995
517.2317,250,1841.34028
497.015,250,1841.433015
465.95517,250,1841.627594
460.21573,250,1841.847398
465.36597,250,1842.579309
444.17343,250,1844.391096
535.6282,250,1844.414804
512.09045,250,1844.484853
439.99622,250,1845.417509
474.10678,250,1845.463531
561.52985,250,1845.850701
540.3205,250,1846.434303
533.38416,250,1846.962463
538.7509,250,1847.051522
457.18478,250,1847.255932
499.7722,250,1847.483538
559.341,250,1848.235666
552.50525,250,1850.038944
546.20026,250,1850.062454
439.8105,250,1850.134412
402.1341,250,1851.08608
459.75647,250,1851.131476
481.4738,250,1851.514503
540.8103,250,1852.081519
482.46747,250,1852.591865
424.6761,250,1852.68709
531.3325,250,1852.893406
454.42093,250,1853.114812
413.83218,250,1853.859599
486.74008,250,1855.645481
510.8836,250,1855.669679
550.3532,250,1855.741054
497.68692,250,1856.683001
432.24365,250,1856.727926
523.29047,250,1857.096125
508.34714,250,1857.681958
461.70108,250,1858.204256
533.0649,250,1858.290754
547.81824,250,1858.490735
506.93564,250,1858.709048
435.36517,250,1859.459574
520.2554,250,1861.227441
460.30188,250,1861.251001
504.1295,250,1861.321038
568.9461,250,1862.267837
495.39972,250,1862.316654
452.76373,250,1862.688591
472.5827,250,1863.274753
485.70618,250,1863.797772
562.06006,250,1863.885598
527.39233,250,1864.084104
460.94083,250,1864.314108
475.80115,250,1865.060518
491.0594,250,1866.849706
529.5014,250,1866.874633
510.61417,250,1866.942507
554.9948,250,1867.882095
471.7344,250,1867.931745
505.69836,250,1868.312584
483.94724,250,1868.893024
549.3656,250,1869.408327
517.1049,250,1869.503176
402.66873,250,1869.706245
518.17194,250,1869.919615
446.74,250,1870.661501
517.8515,250,1872.490695
546.95825,250,1872.514545
505.6902,250,1872.58283
509.5647,250,1873.539405
490.37415,250,1873.589634
475.3065,250,1873.971519
506.03278,250,1874.564162
478.48862,250,1875.083504
556.3707,250,1875.178943
510.87793,250,1875.390064
504.34674,250,1875.628329
519.31647,250,1876.377341
454.76828,250,1878.177359
496.66934,250,1878.202149
525.6211,250,1878.269069
493.097,250,1879.213206
520.6531,250,1879.26082
521.50836,250,1879.652126
501.5395,250,1880.238778
528.12067,250,1880.757319
458.8602,250,1880.847656
502.7092,250,1881.043839
509.0533,250,1881.27061
505.25745,250,1881.994436
577.0336,250,1883.784461
435.69974,250,1883.814865
550.89215,250,1883.885449
521.1169,250,1884.846264
554.4687,250,1884.892013
517.5995,250,1885.275958
496.16202,250,1885.871834
539.2167,250,1886.382149
535.9686,250,1886.478042
519.9066,250,1886.684261
530.8745,250,1886.90763
525.0977,250,1887.647223
489.50095,250,1889.414479
475.50134,250,1889.442406
527.0918,250,1889.507562
553.71783,250,1890.446657
446.02707,250,1890.496468
456.56644,250,1890.882447
467.57645,250,1891.453708
537.24677,250,1891.971038
539.06616,250,1892.056588
574.8991,250,1892.26529
569.12573,250,1892.494503
510.50018,250,1893.229114
453.39853,250,1895.003165
542.8575,250,1895.027462
525.58856,250,1895.097037
538.83575,250,1896.041507
570.6382,250,1896.089838
430.39804,250,1896.472043
524.879,250,1897.048591
553.49133,250,1897.576544
554.46106,250,1897.664782
526.4609,250,1897.866621
509.11752,250,1898.096878
548.6604,250,1898.836129
495.23038,250,1900.651645
474.4072,250,1900.676133
515.86,250,1900.746673
521.9014,250,1901.704512
541.9642,250,1901.752849
549.74994,250,1902.138454
551.30164,250,1902.720448
516.4402,250,1903.231326
477.17056,250,1903.322035
490.13275,250,1903.516056
493.97495,250,1903.745655
482.42505,250,1904.480756
599.39166,250,1906.264512
595.7235,250,1906.290063
536.1552,250,1906.358173
518.31146,250,1907.297768
579.2046,250,1907.344626
541.5846,250,1907.730546
543.48914,250,1908.318211
453.69388,250,1908.83218
539.8387,250,1908.925466
533.4367,250,1909.133333
529.3557,250,1909.363511
465.85565,250,1910.103213
513.99945,250,1911.923824
559.4582,250,1911.947495
527.8075,250,1912.017774
539.7103,250,1912.96165
476.38614,250,1913.013117
552.0094,250,1913.407252
541.8106,250,1913.98209
563.04645,250,1914.499344
497.29175,250,1914.588536
479.3934,250,1914.790993
533.9494,250,1915.019951
511.69943,250,1915.760347
512.5108,250,1917.556865
480.05557,250,1917.582615
557.34186,250,1917.654382
521.15,250,1918.592559
532.0303,250,1918.641893
547.78217,250,1919.006307
535.78656,250,1919.595375
513.2691,250,1920.100657
448.39838,250,1920.188584
604.42316,250,1920.39027
538.5257,250,1920.608212
497.44107,250,1921.340639
554.3119,250,1923.104434
529.56976,250,1923.127965
534.8073,250,1923.194611
538.09564,250,1924.137842
531.5336,250,1924.185858
539.3539,250,1924.563526
583.2205,250,1925.151034
502.56277,250,1925.670293
593.6517,250,1925.761253
548.14496,250,1925.963904
532.93854,250,1926.188516
535.7628,250,1926.927642
528.69,250,1928.724066
516.952,250,1928.747961
561.1006,250,1928.82176
560.0755,250,1929.777673
581.3126,250,1929.82589
539.50446,250,1930.215618
565.34814,250,1930.797559
498.0479,250,1931.330494
541.34424,250,1931.42323
501.0612,250,1931.619641
558.0862,250,1931.844621
549.55493,250,1932.59887
573.9473,250,1934.423526
542.31244,250,1934.448698
507.151,250,1934.520566
523.6439,250,1935.466308
571.81396,250,1935.514808
545.7537,250,1935.902021
559.1283,250,1936.494135
541.76886,250,1937.009285
542.7651,250,1937.10156
530.1199,250,1937.308081
551.9583,250,1937.537669
546.8295,250,1938.306609
459.6286,250,1940.097134
419.8224,250,1940.12051
402.38663,250,1940.188971
573.0185,250,1941.13762
523.1471,250,1941.186667
544.02765,250,1941.557563
492.37082,250,1942.136142
431.3807,250,1942.65138
517.42474,250,1942.741881
520.4448,250,1942.939759
579.965,250,1943.165127
538.18567,250,1943.912018
563.14606,250,1945.698828
531.77094,250,1945.722531
510.3274,250,1945.792107
474.1885,250,1946.724877
476.21045,250,1946.769542
553.6527,250,1947.140807
552.1265,250,1947.716273
582.5487,250,1948.237572
534.22394,250,1948.331344
539.2987,250,1948.531519
601.79016,250,1948.762865
552.76904,250,1949.531584
584.7765,250,1951.378751
559.09924,250,1951.404587
542.4892,250,1951.47585
542.5652,250,1952.442213
566.7679,250,1952.493393
534.51917,250,1952.877779
584.89703,250,1953.484478
539.1954,250,1954.005434
447.53946,250,1954.101448
576.489,250,1954.304335
567.5082,250,1954.535547
535.5554,250,1955.258003
549.6585,250,1957.074884
572.452,250,1957.100803
533.84033,250,1957.173047
531.5971,250,1958.147856
551.8887,250,1958.199537
526.2658,250,1958.60277
476.68454,250,1959.206898
536.40967,250,1959.726407
498.91202,250,1959.813759
450.68253,250,1960.00974
601.7074,250,1960.227987
584.26636,250,1960.949728
528.5807,250,1962.747407
396.75397,250,1962.775139
577.2979,250,1962.848263
547.74115,250,1963.783257
549.8937,250,1963.83278
553.90234,250,1964.22032
543.1086,250,1964.804594
556.442,250,1965.312415
467.28043,250,1965.401864
561.5211,250,1965.601053
565.0755,250,1965.822578
599.7031,250,1966.566307
541.2597,250,1968.342156
548.58105,250,1968.365633
569.585,250,1968.430511
569.53217,250,1969.367948
534.917,250,1969.415605
533.92804,250,1969.796281
549.4989,250,1970.391754
538.0559,250,1970.906952
473.12506,250,1970.997298
544.08887,250,1971.202585
588.2536,250,1971.416165
565.7918,250,1972.161908
546.82465,250,1973.93982
521.1187,250,1973.964544
524.18945,250,1974.031976
578.40625,250,1974.958414
571.2984,250,1975.008106
597.09357,250,1975.385549
580.10443,250,1975.966
556.46783,250,1976.483597
559.2818,250,1976.575649
533.0508,250,1976.781873
463.99377,250,1977.006365
589.2523,250,1977.731204
540.3007,250,1979.51333
568.155,250,1979.538494
541.6613,250,1979.604708
542.7921,250,1980.554331
567.98364,250,1980.595756
552.5405,250,1980.963118
561.93164,250,1981.529561
