#{"t_start": 1718039271.8172429, "env_id": null}
r,l,t
574.20245,250,1982.034597
546.8442,250,1982.12515
541.47845,250,1982.331283
561.7546,250,1982.55319
521.1489,250,1983.288807
577.28455,250,1985.045918
533.1163,250,1985.070914
530.74817,250,1985.135293
526.4528,250,1986.055449
524.09784,250,1986.104926
565.123,250,1986.483922
555.5251,250,1987.066772
560.5305,250,1987.589506
551.8556,250,1987.677574
458.44223,250,1987.873344
554.28406,250,1988.107985
586.04645,250,1988.835632
559.05743,250,1990.613976
509.54675,250,1990.639745
565.4071,250,1990.70974
567.73553,250,1991.647274
580.4356,250,1991.696713
574.69635,250,1992.074743
551.8188,250,1992.664153
480.86508,250,1993.174535
526.5002,250,1993.264884
561.0533,250,1993.470002
594.59717,250,1993.689713
557.0324,250,1994.427965
577.7865,250,1996.238617
531.7354,250,1996.260041
570.946,250,1996.329451
536.9855,250,1997.259497
548.361,250,1997.305315
560.0525,250,1997.693086
551.25464,250,1998.271806
534.62885,250,1998.780175
502.41098,250,1998.869803
497.5749,250,1999.077944
593.1656,250,1999.301792
541.4421,250,2000.038095
558.8407,250,2001.798745
532.5979,250,2001.822229
541.5256,250,2001.895179
523.38617,250,2002.822787
566.67065,250,2002.872511
543.0202,250,2003.236919
575.707,250,2003.805213
578.9295,250,2004.322658
575.7235,250,2004.410338
414.1333,250,2004.612674
528.0088,250,2004.827703
444.97678,250,2005.55016
581.38696,250,2007.307611
554.5039,250,2007.330747
528.2242,250,2007.399466
575.12067,250,2008.339361
605.9069,250,2008.38105
549.4198,250,2008.748447
591.8011,250,2009.322428
557.98145,250,2009.845477
528.7023,250,2009.933946
527.884,250,2010.141754
527.2006,250,2010.369471
474.34723,250,2011.108117
576.5072,250,2012.892357
580.50134,250,2012.920369
529.0096,250,2012.987181
569.3448,250,2013.918462
537.0773,250,2013.968255
564.57684,250,2014.34527
544.98645,250,2014.923113
549.2924,250,2015.436713
582.0391,250,2015.523414
610.74927,250,2015.720521
539.5605,250,2015.937154
556.2614,250,2016.65746
551.6077,250,2018.409386
562.5133,250,2018.436934
599.8814,250,2018.506999
583.08496,250,2019.449985
595.91425,250,2019.49945
557.6902,250,2019.880087
537.3609,250,2020.464346
544.5495,250,2020.968754
545.7604,250,2021.057276
604.5743,250,2021.263337
540.8545,250,2021.481796
532.9428,250,2022.226976
563.2266,250,2024.014622
528.4373,250,2024.041351
540.99963,250,2024.11151
560.2514,250,2025.048813
605.78296,250,2025.094905
582.5914,250,2025.478096
579.76624,250,2026.062079
543.5732,250,2026.574646
564.9136,250,2026.668603
573.5888,250,2026.86822
593.1612,250,2027.090431
575.86163,250,2027.826424
570.4083,250,2029.57626
574.1683,250,2029.602702
548.04706,250,2029.670686
582.29376,250,2030.60951
567.5434,250,2030.655561
569.11554,250,2031.021321
599.8624,250,2031.593053
519.64496,250,2032.105956
592.75073,250,2032.196307
583.7629,250,2032.389146
572.9486,250,2032.620927
590.25775,250,2033.349666
590.3256,250,2035.138478
554.12524,250,2035.1646
560.17334,250,2035.236774
557.48804,250,2036.179359
571.3271,250,2036.227967
598.9089,250,2036.611371
581.49225,250,2037.195961
574.91974,250,2037.703576
552.2168,250,2037.797129
412.8307,250,2037.993629
552.46545,250,2038.218048
598.4812,250,2038.93871
440.3778,250,2040.719105
583.21924,250,2040.746389
438.04858,250,2040.818498
569.3531,250,2041.760981
566.0285,250,2041.810992
460.0314,250,2042.189842
510.50403,250,2042.774377
554.6941,250,2043.282803
547.80493,250,2043.371785
575.9467,250,2043.574108
554.83496,250,2043.792594
566.2519,250,2044.547183
464.7302,250,2046.359808
552.4872,250,2046.384616
608.66876,250,2046.451367
560.297,250,2047.389714
604.2848,250,2047.440314
605.9297,250,2047.824778
587.74426,250,2048.414886
522.2687,250,2048.917449
553.888,250,2049.012361
556.2498,250,2049.215141
561.0596,250,2049.443002
563.85187,250,2050.195708
603.4909,250,2051.982393
598.29565,250,2052.006366
601.3129,250,2052.076364
599.35175,250,2053.014983
607.1877,250,2053.065597
611.7471,250,2053.437277
591.10645,250,2054.015838
585.1301,250,2054.528714
623.0042,250,2054.619116
566.97253,250,2054.821195
608.35803,250,2055.039317
563.2286,250,2055.768551
572.35205,250,2057.518593
589.7551,250,2057.540848
585.6731,250,2057.611358
515.5476,250,2058.551481
552.82117,250,2058.59885
542.476,250,2058.969949
597.4652,250,2059.544264
583.3217,250,2060.055226
596.1301,250,2060.143803
556.569,250,2060.336023
455.9597,250,2060.55924
619.84174,250,2061.291233
577.82996,250,2063.061036
522.549,250,2063.083018
607.5066,250,2063.153108
626.48303,250,2064.090218
571.83856,250,2064.139497
595.27386,250,2064.516147
590.5492,250,2065.1001
564.35803,250,2065.614037
587.4092,250,2065.702865
586.37775,250,2065.905122
605.07587,250,2066.135901
555.649,250,2066.882142
573.98236,250,2068.69817
570.7132,250,2068.721349
598.8999,250,2068.79176
591.66766,250,2069.717935
560.04193,250,2069.765831
577.18054,250,2070.14417
582.2978,250,2070.72733
557.7589,250,2071.235895
567.95496,250,2071.329263
584.9534,250,2071.524364
527.71277,250,2071.743715
588.6321,250,2072.469066
586.01654,250,2074.226778
593.1594,250,2074.253105
563.3408,250,2074.321802
571.5614,250,2075.230486
593.1767,250,2075.276744
580.6198,250,2075.651205
551.6277,250,2076.229456
595.14386,250,2076.741872
576.2166,250,2076.832143
556.5296,250,2077.031116
604.6254,250,2077.252915
531.755,250,2077.970967
612.01654,250,2079.748685
559.95734,250,2079.775041
548.3262,250,2079.849036
558.9703,250,2080.780983
578.12836,250,2080.825383
593.4243,250,2081.20863
607.80255,250,2081.795192
591.579,250,2082.312757
603.12866,250,2082.395681
582.1623,250,2082.583679
548.2492,250,2082.807341
578.81165,250,2083.5455
533.5197,250,2085.273267
598.36774,250,2085.29786
573.8073,250,2085.36894
564.4624,250,2086.288977
551.94916,250,2086.338217
592.9716,250,2086.714772
591.6728,250,2087.280534
607.8319,250,2087.811357
596.6309,250,2087.902864
574.0967,250,2088.110145
541.82025,250,2088.338599
597.10114,250,2089.053471
589.14465,250,2090.83719
595.1027,250,2090.864603
604.2553,250,2090.933879
595.1821,250,2091.88288
604.035,250,2091.927572
596.8573,250,2092.307817
576.6327,250,2092.90092
601.1728,250,2093.40609
605.8241,250,2093.500118
582.523,250,2093.698704
566.8222,250,2093.926912
615.9774,250,2094.670115
573.68774,250,2096.466681
588.84375,250,2096.491049
547.59357,250,2096.563301
616.344,250,2097.516485
602.7276,250,2097.564769
499.29068,250,2097.942888
576.07947,250,2098.529027
525.1058,250,2099.057054
614.5568,250,2099.148288
610.90784,250,2099.358276
587.7444,250,2099.59528
617.8723,250,2100.341841
562.21783,250,2102.123321
518.818,250,2102.149007
608.60175,250,2102.218785
601.90375,250,2103.173985
625.77563,250,2103.222932
569.3362,250,2103.602202
628.4433,250,2104.167189
595.9904,250,2104.694009
601.2301,250,2104.784189
574.04913,250,2104.989719
592.282,250,2105.219165
610.3487,250,2105.956844
601.1771,250,2107.772779
602.0259,250,2107.797415
587.4812,250,2107.864239
595.2212,250,2108.816145
589.0723,250,2108.865283
604.1214,250,2109.252862
606.3564,250,2109.82989
589.55133,250,2110.356911
576.84717,250,2110.445205
579.7323,250,2110.648099
597.5876,250,2110.877707
609.8877,250,2111.617038
555.98083,250,2113.414003
625.47754,250,2113.438783
578.727,250,2113.506339
608.46704,250,2114.471659
556.92365,250,2114.518527
598.6089,250,2114.903463
560.5052,250,2115.497879
610.6953,250,2116.005435
626.4896,250,2116.104187
562.6193,250,2116.310221
595.2002,250,2116.529154
627.55743,250,2117.258886
583.94403,250,2119.048004
585.0113,250,2119.07249
484.86765,250,2119.139806
372.70462,250,2120.096738
591.3584,250,2120.146517
530.2997,250,2120.532691
594.1623,250,2121.11213
569.3726,250,2121.632587
577.95184,250,2121.72828
614.3684,250,2121.925892
623.50934,250,2122.154495
564.90314,250,2122.9034
596.9828,250,2124.662457
621.6739,250,2124.688438
601.7373,250,2124.755325
531.18616,250,2125.700383
632.02936,250,2125.741864
592.3718,250,2126.132478
612.0733,250,2126.710002
602.54016,250,2127.235011
604.6248,250,2127.330469
415.53476,250,2127.534853
569.9016,250,2127.767494
575.92285,250,2128.519792
599.67316,250,2130.293301
604.1975,250,2130.318279
608.7339,250,2130.384466
616.0034,250,2131.322502
573.6349,250,2131.373688
601.25995,250,2131.750678
577.9329,250,2132.337412
574.2883,250,2132.859899
575.8455,250,2132.957993
581.0534,250,2133.172027
535.5883,250,2133.398036
524.97253,250,2134.138718
586.8427,250,2135.9577
588.28204,250,2135.981424
555.7247,250,2136.055772
580.3919,250,2137.004586
582.07104,250,2137.054153
576.48346,250,2137.448911
601.40247,250,2138.043372
429.62787,250,2138.55781
580.7324,250,2138.6523
545.55725,250,2138.86282
617.1284,250,2139.094954
621.3738,250,2139.856563
569.8367,250,2141.658616
607.2071,250,2141.686118
590.96826,250,2141.757112
595.45575,250,2142.701867
636.36414,250,2142.749575
488.1993,250,2143.128308
575.5772,250,2143.702492
573.6493,250,2144.207863
573.28906,250,2144.299305
596.973,250,2144.487412
587.3669,250,2144.706234
547.36615,250,2145.446682
587.06573,250,2147.229388
602.4839,250,2147.255059
598.09,250,2147.322437
620.2042,250,2148.264144
595.26825,250,2148.313815
409.3876,250,2148.695198
470.45102,250,2149.268534
592.05945,250,2149.775273
583.5937,250,2149.860069
584.3006,250,2150.054561
606.13165,250,2150.264456
571.8535,250,2150.991066
621.0804,250,2152.746938
628.6307,250,2152.772436
583.67725,250,2152.842711
567.03357,250,2153.794452
596.0111,250,2153.844067
590.46344,250,2154.213047
565.21,250,2154.777203
593.18384,250,2155.281013
614.1579,250,2155.372602
519.9943,250,2155.579054
606.2279,250,2155.794926
626.24054,250,2156.520175
539.01764,250,2158.30466
579.26373,250,2158.32867
582.40674,250,2158.401147
603.3638,250,2159.344388
501.21436,250,2159.393007
580.5123,250,2159.786506
600.942,250,2160.368157
612.96625,250,2160.884209
556.2911,250,2160.980779
393.48795,250,2161.186598
568.18994,250,2161.40647
561.7834,250,2162.147909
564.16656,250,2163.958276
569.3353,250,2163.983956
604.29486,250,2164.055989
569.2425,250,2165.015565
578.202,250,2165.065106
606.6158,250,2165.447117
598.40063,250,2166.023258
471.477,250,2166.535661
582.887,250,2166.625509
573.9878,250,2166.827564
556.8225,250,2167.04656
560.9195,250,2167.789419
620.9888,250,2169.5611
594.98566,250,2169.58284
512.6224,250,2169.649757
619.1292,250,2170.60144
396.20993,250,2170.647661
577.1391,250,2171.030677
586.10754,250,2171.623533
600.88153,250,2172.148779
614.9925,250,2172.235845
514.7926,250,2172.452288
606.32196,250,2172.68394
591.1048,250,2173.43175
590.63934,250,2175.25347
601.5866,250,2175.2758
602.2393,250,2175.34259
591.54156,250,2176.283622
589.28,250,2176.331178
524.71313,250,2176.719083
581.4811,250,2177.302743
528.642,250,2177.82368
606.4758,250,2177.913124
603.2942,250,2178.125916
546.94415,250,2178.355634
640.0076,250,2179.090777
621.3847,250,2180.887523
593.46643,250,2180.914321
568.0688,250,2180.981878
603.5016,250,2181.913247
561.51624,250,2181.963281
642.56244,250,2182.350742
601.1613,250,2182.912687
580.2466,250,2183.427336
612.0563,250,2183.524711
614.8155,250,2183.729547
616.5616,250,2183.958994
554.8794,250,2184.703218
544.9894,250,2186.499676
598.7931,250,2186.523392
593.25104,250,2186.596612
598.3315,250,2187.54697
588.8104,250,2187.594367
610.79913,250,2187.987015
573.3762,250,2188.567134
627.38074,250,2189.084281
397.97546,250,2189.174906
601.84357,250,2189.375916
589.31323,250,2189.596744
591.58,250,2190.347931
635.1877,250,2192.143928
553.5661,250,2192.168785
567.35455,250,2192.237225
585.47394,250,2193.180548
584.2704,250,2193.22837
586.62317,250,2193.608049
580.3196,250,2194.187462
567.15326,250,2194.710664
601.8648,250,2194.804595
561.7038,250,2195.004947
574.1471,250,2195.236946
611.11194,250,2195.987151
594.5555,250,2197.784929
560.8875,250,2197.812948
600.07367,250,2197.877547
577.2637,250,2198.816871
614.84204,250,2198.868011
610.5942,250,2199.263904
488.10995,250,2199.846743
604.7693,250,2200.351343
621.9932,250,2200.440417
607.90576,250,2200.650437
597.3517,250,2200.883238
459.18704,250,2201.628975
584.4742,250,2203.419621
596.647,250,2203.446798
484.5157,250,2203.511828
579.56445,250,2204.429382
603.1719,250,2204.477643
601.4805,250,2204.859373
581.174,250,2205.442021
617.18396,250,2205.955707
572.7782,250,2206.046181
602.8088,250,2206.24996
577.0215,250,2206.478217
564.8221,250,2207.223494
575.52496,250,2209.022537
584.3057,250,2209.04683
595.76514,250,2209.114915
586.5316,250,2210.06064
532.8618,250,2210.100988
592.7791,250,2210.489275
564.7892,250,2211.082756
588.53845,250,2211.614894
589.41956,250,2211.707327
581.76404,250,2211.910845
594.21344,250,2212.143118
597.83826,250,2212.89748
601.4769,250,2214.700387
574.03503,250,2214.729034
594.1238,250,2214.798975
576.0097,250,2215.748216
595.47925,250,2215.795854
586.62366,250,2216.179804
594.3434,250,2216.752664
627.095,250,2217.274192
572.9062,250,2217.358086
566.1083,250,2217.563183
603.14575,250,2217.795845
533.3174,250,2218.557401
588.15497,250,2220.380563
576.5423,250,2220.405709
554.6342,250,2220.479601
631.78076,250,2221.423243
557.5426,250,2221.471522
555.86176,250,2221.864346
621.9172,250,2222.455643
616.51227,250,2222.980517
579.4605,250,2223.073966
577.9455,250,2223.280612
599.24335,250,2223.505352
605.25543,250,2224.260292
328.38348,250,2226.09
595.9256,250,2226.114037
622.0384,250,2226.182574
611.42725,250,2227.15373
445.1289,250,2227.201958
605.13715,250,2227.599211
624.9435,250,2228.219111
576.5426,250,2228.739255
593.6885,250,2228.836415
608.7622,250,2229.048129
612.54333,250,2229.286233
567.4193,250,2230.036809
584.1532,250,2231.844906
590.0816,250,2231.868945
570.4232,250,2231.938755
533.1483,250,2232.918739
604.2618,250,2232.96337
593.47034,250,2233.351832
566.3234,250,2233.941621
574.93146,250,2234.452548
596.7594,250,2234.541067
594.36304,250,2234.753393
567.4325,250,2234.980336
584.68384,250,2235.717741
572.51776,250,2237.511337
654.0415,250,2237.53629
592.0936,250,2237.604179
360.471,250,2238.555368
615.186,250,2238.605703
595.06506,250,2238.973439
578.41406,250,2239.55816
582.15045,250,2240.077408
546.99524,250,2240.173139
593.0236,250,2240.383278
613.29596,250,2240.607249
604.3356,250,2241.344515
577.2459,250,2243.151788
595.19604,250,2243.17687
600.2505,250,2243.245872
464.75772,250,2244.177827
611.641,250,2244.229273
559.6736,250,2244.613492
585.9273,250,2245.198818
605.44495,250,2245.736274
600.3076,250,2245.828663
603.9689,250,2246.027369
591.63837,250,2246.255514
595.28046,250,2246.992727
593.72644,250,2248.816199
564.19415,250,2248.844676
559.52167,250,2248.917243
597.2004,250,2249.87492
605.5123,250,2249.921602
589.77045,250,2250.30624
582.13556,250,2250.903243
635.04877,250,2251.417537
603.19946,250,2251.514212
579.5384,250,2251.713541
587.89105,250,2251.939529
570.831,250,2252.673916
611.6765,250,2254.485383
575.81146,250,2254.510991
577.5321,250,2254.58487
606.496,250,2255.529794
572.70044,250,2255.572994
572.8778,250,2255.952986
607.80206,250,2256.535961
555.78033,250,2257.061688
562.3762,250,2257.157129
578.5208,250,2257.371712
587.7617,250,2257.591714
590.45184,250,2258.342055
612.7383,250,2260.112842
590.20435,250,2260.137039
605.29395,250,2260.203812
605.77356,250,2261.155389
598.12897,250,2261.20565
601.5955,250,2261.590238
599.25006,250,2262.188411
604.00903,250,2262.726432
494.04382,250,2262.822547
594.6349,250,2263.023533
567.37665,250,2263.252108
612.1941,250,2264.002166
605.76715,250,2265.788032
597.6076,250,2265.811297
581.2218,250,2265.879238
555.7794,250,2266.859798
589.5419,250,2266.908136
556.57556,250,2267.301686
602.6824,250,2267.937722
596.54224,250,2268.478174
619.18134,250,2268.570991
600.68787,250,2268.78557
583.9664,250,2269.017253
603.5946,250,2269.788845
501.6605,250,2271.690017
366.99377,250,2271.718069
609.8251,250,2271.791725
609.73517,250,2272.804859
627.6145,250,2272.85769
564.8641,250,2273.268021
615.66974,250,2273.890872
608.471,250,2274.406842
598.55945,250,2274.503545
592.4976,250,2274.706315
536.5262,250,2275.028881
586.66425,250,2276.388056
579.10333,250,2278.506744
595.48975,250,2278.532218
584.8419,250,2278.620355
598.13153,250,2279.812284
565.1413,250,2279.872982
594.13715,250,2280.538099
595.4155,250,2281.160817
559.50854,250,2282.089391
620.85986,250,2282.214849
591.7017,250,2282.466654
575.63556,250,2282.769728
593.4967,250,2283.596473
539.1714,250,2285.667818
580.0895,250,2285.692338
572.4896,250,2285.764923
581.4911,250,2286.675374
574.5441,250,2286.727471
581.23016,250,2287.137933
604.723,250,2287.726791
596.21857,250,2288.295043
605.8533,250,2288.38811
593.69434,250,2288.613567
598.3531,250,2288.831169
580.82733,250,2289.579013
513.26184,250,2291.438998
583.1217,250,2291.465422
583.85516,250,2291.531498
572.3676,250,2292.498959
591.86896,250,2292.546234
574.40216,250,2292.946553
624.09045,250,2293.583554
603.4494,250,2294.134506
603.94135,250,2294.229057
626.97626,250,2294.436884
574.61676,250,2294.665148
620.98816,250,2295.405461
621.44226,250,2297.314878
604.72186,250,2297.342623
581.53015,250,2297.416609
524.7128,250,2298.388624
578.2783,250,2298.440416
608.6468,250,2298.840129
543.29553,250,2299.433439
589.2307,250,2299.946997
592.0576,250,2300.046045
636.28424,250,2300.261762
608.25494,250,2300.506423
596.4358,250,2301.278206
593.639,250,2303.08479
595.78973,250,2303.108979
577.07574,250,2303.177945
564.5367,250,2304.144764
585.82135,250,2304.193195
595.29443,250,2304.583177
524.46155,250,2305.173003
580.2184,250,2305.713016
585.751,250,2305.805591
599.4246,250,2306.006139
602.6451,250,2306.244617
411.97772,250,2307.031868
563.90314,250,2308.965321
574.42236,250,2308.995432
590.0407,250,2309.079427
598.2403,250,2310.052464
564.3125,250,2310.097514
610.79144,250,2310.489924
617.54193,250,2311.068022
501.22336,250,2311.587341
588.3955,250,2311.675131
576.6958,250,2311.885358
603.0665,250,2312.110895
576.44885,250,2312.835283
622.4848,250,2314.60626
611.5198,250,2314.632579
625.6977,250,2314.701229
597.41785,250,2315.636874
619.68933,250,2315.687685
623.78076,250,2316.072885
552.3909,250,2316.648395
582.1505,250,2317.14384
576.126,250,2317.234834
570.23395,250,2317.43603
580.8324,250,2317.668875
572.4571,250,2318.42028
597.21796,250,2320.218021
599.8169,250,2320.242176
614.9301,250,2320.312357
484.85196,250,2321.257218
568.9443,250,2321.310595
601.36584,250,2321.701221
584.59106,250,2322.304313
605.47015,250,2322.825315
586.43933,250,2322.920156
580.0637,250,2323.130739
605.29626,250,2323.364126
617.03375,250,2324.102302
577.361,250,2325.934038
561.244,250,2325.957909
578.75653,250,2326.028003
603.34296,250,2326.965282
604.0002,250,2327.009385
590.3053,250,2327.395235
593.48615,250,2327.994608
582.49664,250,2328.519906
622.7879,250,2328.614099
596.627,250,2328.822512
590.77783,250,2329.045578
480.4509,250,2329.800775
574.11084,250,2331.586868
615.1403,250,2331.612259
579.02216,250,2331.684579
622.2789,250,2332.645303
618.6624,250,2332.697002
456.50986,250,2333.074313
573.4178,250,2333.652313
475.0744,250,2334.170962
589.98114,250,2334.264307
604.8412,250,2334.473945
606.9832,250,2334.70337
572.1162,250,2335.46651
591.2912,250,2337.285016
591.4778,250,2337.310973
630.9877,250,2337.382397
609.49036,250,2338.331713
436.11826,250,2338.378164
607.2563,250,2338.757286
600.3225,250,2339.336658
604.5654,250,2339.858471
610.06995,250,2339.948585
571.18414,250,2340.159323
608.65485,250,2340.387117
597.3658,250,2341.139802
577.01263,250,2342.92756
588.99176,250,2342.952137
605.15796,250,2343.024161
517.42883,250,2343.971159
608.1682,250,2344.016418
590.9571,250,2344.402529
592.3105,250,2345.005854
601.4065,250,2345.534979
614.9353,250,2345.625571
617.6091,250,2345.831924
617.14465,250,2346.064161
592.0391,250,2346.835552
599.09955,250,2348.631185
584.9323,250,2348.65924
541.2873,250,2348.721724
549.49097,250,2349.669703
581.2373,250,2349.714995
575.1191,250,2350.098778
590.0315,250,2350.69744
588.23,250,2351.228115
577.3906,250,2351.323159
573.33844,250,2351.537804
541.49493,250,2351.764021
587.4408,250,2352.503699
625.9047,250,2354.311368
578.5913,250,2354.33595
569.23157,250,2354.409711
540.03845,250,2355.366091
587.7814,250,2355.412985
603.1817,250,2355.800297
604.7766,250,2356.389549
564.15027,250,2356.912327
576.0008,250,2357.000888
604.50964,250,2357.206461
607.92804,250,2357.42625
629.07324,250,2358.156888
604.72546,250,2359.978664
605.44104,250,2360.002513
573.145,250,2360.069435
601.7788,250,2361.024309
612.8746,250,2361.071139
608.48517,250,2361.463256
601.79816,250,2362.059242
545.46277,250,2362.58683
612.38153,250,2362.680028
593.6739,250,2362.884768
583.52405,250,2363.12008
587.73865,250,2363.864882
603.26776,250,2365.650655
505.78275,250,2365.679898
581.1854,250,2365.748841
590.0577,250,2366.697549
554.83716,250,2366.742987
569.81213,250,2367.130972
403.21774,250,2367.720304
593.64026,250,2368.231182
573.0489,250,2368.321012
626.06665,250,2368.53826
594.6572,250,2368.762516
616.44305,250,2369.50814
579.89355,250,2371.257792
377.6906,250,2371.281582
604.3049,250,2371.353724
586.0074,250,2372.291295
588.7117,250,2372.338802
574.21497,250,2372.725093
583.852,250,2373.302046
562.81165,250,2373.82934
586.0684,250,2373.919991
570.23486,250,2374.116448
455.88367,250,2374.334377
563.1229,250,2375.071176
576.1014,250,2376.856988
615.9779,250,2376.882362
609.0112,250,2376.95321
587.3097,250,2377.877079
624.0024,250,2377.924245
546.1358,250,2378.313286
573.65314,250,2378.898201
383.121,250,2379.429163
593.07416,250,2379.521028
484.77737,250,2379.726713
564.2957,250,2379.963324
429.94763,250,2380.715865
560.5069,250,2382.513016
596.37396,250,2382.537357
610.5048,250,2382.611733
467.53796,250,2383.55113
577.5152,250,2383.596615
567.7351,250,2383.976524
604.1528,250,2384.567698
564.6758,250,2385.089628
595.31335,250,2385.185063
589.98016,250,2385.39708
598.5832,250,2385.626924
514.83276,250,2386.369675
585.01746,250,2388.166576
603.1721,250,2388.19311
402.03278,250,2388.265501
588.86066,250,2389.204069
599.427,250,2389.255452
577.51184,250,2389.651991
572.7099,250,2390.243567
616.3527,250,2390.762946
560.8061,250,2390.859197
596.9022,250,2391.065486
585.5629,250,2391.293395
584.5786,250,2392.04133
617.64374,250,2393.843618
558.33014,250,2393.872364
565.6715,250,2393.939889
576.2573,250,2394.89792
590.8144,250,2394.940089
619.158,250,2395.316038
613.0313,250,2395.8919
577.2594,250,2396.411576
567.93054,250,2396.506152
591.9186,250,2396.700992
574.1476,250,2396.925409
580.9874,250,2397.670257
584.9356,250,2399.461359
422.15152,250,2399.48551
580.47363,250,2399.556232
547.1507,250,2400.513159
602.11,250,2400.562423
591.0121,250,2400.954711
599.0174,250,2401.531762
585.23706,250,2402.060607
618.6518,250,2402.154055
595.02594,250,2402.354495
545.7958,250,2402.589622
612.987,250,2403.329668
591.99304,250,2405.125916
513.9268,250,2405.151643
585.4426,250,2405.218967
585.4256,250,2406.183327
607.72125,250,2406.230926
585.22925,250,2406.619699
456.8987,250,2407.213822
548.1348,250,2407.734657
622.5598,250,2407.82465
599.67676,250,2408.026133
582.0578,250,2408.247632
583.724,250,2409.002729
584.67456,250,2410.817236
392.11734,250,2410.842752
402.1015,250,2410.91258
604.1969,250,2411.854936
595.70966,250,2411.907738
384.70224,250,2412.288837
596.66266,250,2412.894008
598.63873,250,2413.419188
602.395,250,2413.510608
601.7518,250,2413.713948
633.852,250,2413.938532
587.6961,250,2414.661428
594.932,250,2416.447831
571.78015,250,2416.472645
595.97327,250,2416.544762
605.1696,250,2417.498449
576.4653,250,2417.550643
596.9422,250,2417.929483
586.1869,250,2418.521309
588.82947,250,2419.049738
603.1138,250,2419.142809
591.57086,250,2419.347566
573.70123,250,2419.584465
603.0614,250,2420.356564
605.598,250,2422.173898
587.57965,250,2422.199936
619.0797,250,2422.273764
581.5371,250,2423.224608
590.18805,250,2423.271325
600.2411,250,2423.649203
607.3782,250,2424.235618
593.6767,250,2424.75839
609.2712,250,2424.855009
616.9436,250,2425.06823
568.0429,250,2425.296108
537.09247,250,2426.037886
594.0921,250,2427.831918
611.06537,250,2427.856281
588.21454,250,2427.925655
613.9508,250,2428.905028
613.4704,250,2428.950909
552.0867,250,2429.341824
601.7112,250,2429.929267
575.79315,250,2430.443687
595.7132,250,2430.542559
605.62213,250,2430.745735
565.50903,250,2430.971925
608.58984,250,2431.704839
603.3475,250,2433.531199
567.6587,250,2433.557686
621.352,250,2433.630755
624.1726,250,2434.593427
585.73016,250,2434.641541
589.4191,250,2435.015025
602.5037,250,2435.605744
594.83014,250,2436.113301
566.5145,250,2436.209863
571.9609,250,2436.416435
585.5903,250,2436.648584
532.1052,250,2437.390526
591.94214,250,2439.22128
570.9029,250,2439.247144
576.0486,250,2439.314023
605.6673,250,2440.281492
585.18616,250,2440.330159
615.6435,250,2440.728428
577.39343,250,2441.314697
589.9095,250,2441.850315
578.1255,250,2441.947396
608.9059,250,2442.157643
568.9144,250,2442.383559
598.1376,250,2443.124481
617.3596,250,2444.925962
592.73175,250,2444.949394
627.617,250,2445.018044
574.25336,250,2445.975609
602.74274,250,2446.024041
633.0618,250,2446.426006
611.06836,250,2447.032371
582.50433,250,2447.560278
592.2943,250,2447.650807
556.5171,250,2447.865162
575.1478,250,2448.098485
602.8214,250,2448.854565
602.9732,250,2450.67068
607.75256,250,2450.694078
580.3474,250,2450.766202
600.5219,250,2451.718561
597.31415,250,2451.770695
620.4212,250,2452.153738
582.60785,250,2452.73529
445.99884,250,2453.262883
561.3803,250,2453.354861
592.37964,250,2453.560685
600.72705,250,2453.786651
600.15533,250,2454.531295
603.21533,250,2456.36814
597.1458,250,2456.391735
587.5695,250,2456.460857
565.3187,250,2457.427737
569.88055,250,2457.476724
603.5614,250,2457.869921
393.08948,250,2458.479892
571.59784,250,2458.999441
562.5491,250,2459.089003
622.1903,250,2459.294824
593.9509,250,2459.527205
624.5761,250,2460.276875
635.7637,250,2462.108363
603.5758,250,2462.135506
628.60626,250,2462.201404
587.7155,250,2463.168889
598.9614,250,2463.214961
600.47363,250,2463.615973
542.41705,250,2464.219425
567.1291,250,2464.748654
610.1274,250,2464.840207
613.0396,250,2465.051201
612.5104,250,2465.274187
583.69507,250,2466.040789
484.10968,250,2467.870156
594.82697,250,2467.89548
601.14465,250,2467.962275
540.8207,250,2468.9352
587.1957,250,2468.984158
593.45496,250,2469.363847
603.91064,250,2469.963584
592.8289,250,2470.50412
589.85455,250,2470.598065
601.5249,250,2470.807231
617.61127,250,2471.038936
618.4689,250,2471.801208
585.5203,250,2473.60813
606.18365,250,2473.633936
535.1882,250,2473.707572
520.3446,250,2474.644387
535.1223,250,2474.694769
579.32733,250,2475.080916
600.92285,250,2475.685822
571.3107,250,2476.216935
589.2258,250,2476.309573
608.8319,250,2476.51295
604.1456,250,2476.749661
586.2822,250,2477.512373
391.2512,250,2479.308111
633.75146,250,2479.336719
611.0968,250,2479.401856
556.0433,250,2480.341162
608.19293,250,2480.388732
606.22656,250,2480.78217
597.7078,250,2481.358894
578.13477,250,2481.885737
622.69916,250,2481.979569
605.743,250,2482.18683
428.8567,250,2482.422088
603.14667,250,2483.175926
565.84955,250,2485.005214
597.11383,250,2485.031598
595.4707,250,2485.113857
588.8288,250,2486.073969
575.9506,250,2486.124358
602.8097,250,2486.517479
596.2295,250,2487.110366
588.32623,250,2487.628929
584.10767,250,2487.726004
594.97284,250,2487.93671
598.13806,250,2488.163746
589.23486,250,2488.930703
606.1767,250,2490.76118
576.28577,250,2490.789323
575.8176,250,2490.862813
612.4318,250,2491.820731
575.4791,250,2491.8697
629.133,250,2492.250052
