#{"t_start": 1718042814.1731634, "env_id": null}
r,l,t
194.95044,250,47.811588
-10.491234,109,48.090697
200.3181,250,49.428828
209.65016,250,49.856236
259.35968,250,50.20742
25.305243,115,50.296319
232.1555,250,50.5608
-27.605536,96,50.560894
221.97607,250,50.749192
226.48335,250,51.962438
223.01099,250,51.990892
-41.6486,75,52.090952
117.01945,245,52.941288
283.4239,250,52.994225
-50.56623,64,53.59475
269.09747,250,54.125709
255.20424,250,55.720745
270.65646,250,56.151015
282.45477,250,56.586066
240.58058,250,56.840524
299.39124,250,56.840587
271.54697,250,57.052206
295.91278,250,58.294258
230.56473,250,58.423338
238.50499,250,59.270574
118.34568,204,59.300456
237.14209,250,59.328265
261.67505,250,59.927542
64.7743,154,60.475252
-56.196686,52,61.227003
-7.994874,90,61.565131
296.4342,250,62.048015
260.60577,250,62.481211
92.53988,163,62.535977
241.31601,250,63.188559
322.83368,250,63.188642
63.9588,155,63.263188
333.4098,250,63.390208
307.47748,250,64.622381
252.70074,250,65.593252
238.6873,250,66.830299
260.3542,250,67.585529
282.5283,250,67.910537
290.1541,250,68.401558
268.05728,250,68.829427
271.7931,250,68.877571
257.98917,250,69.516762
314.61865,250,69.516823
266.44955,250,69.59532
274.05658,250,69.730957
338.333,250,70.95519
290.3179,250,71.926435
317.88434,250,73.123771
268.3313,250,73.863906
290.85812,250,74.196074
161.61928,227,74.524966
63.60243,148,74.654676
289.77045,250,74.683908
294.43457,250,75.159504
285.74268,250,75.79771
287.62387,250,75.797784
297.2728,250,75.87372
328.36584,250,76.002948
-65.642136,38,76.124437
290.1385,250,78.188947
349.88113,250,79.400543
278.85318,250,80.155738
275.29007,250,80.46782
348.62085,250,80.791386
247.29834,250,80.916618
254.11888,250,80.944404
132.485,246,81.909565
291.22266,250,82.009854
296.30624,250,82.090058
236.93741,250,82.213625
278.19318,250,82.338393
52.53571,142,84.010006
271.3704,250,84.430759
266.0145,250,85.616091
350.54208,250,86.372824
339.7195,250,87.020057
126.60958,246,87.046296
257.16586,250,87.187895
340.156,250,88.173244
339.30652,250,88.273261
300.03333,250,88.34285
299.12814,250,88.46706
285.80405,250,88.590444
283.58563,250,90.220731
303.33136,250,90.651424
314.2266,250,91.830882
325.4957,250,92.569562
296.32062,250,93.207134
128.87952,200,93.207213
341.11807,250,93.233716
366.68588,250,93.355724
313.9538,250,94.350519
304.75967,250,94.525249
312.33868,250,94.654058
358.9727,250,94.781821
323.8583,250,96.448159
314.95795,250,96.873839
334.8062,250,98.048341
138.29433,197,98.148351
288.38748,250,98.79776
306.802,250,99.44477
344.6739,250,99.444833
305.45142,250,99.598573
314.8752,250,100.598689
309.00452,250,100.775828
311.1713,250,100.902704
314.4074,250,101.030072
333.1372,250,102.645806
55.846687,145,103.036075
316.4539,250,103.063188
297.37192,250,104.284611
335.23773,250,104.378043
309.5363,250,105.015077
8.877897,102,105.187736
90.98859,178,105.303764
-47.910374,50,105.603482
326.36462,250,105.659024
276.65518,250,105.803107
300.6238,250,106.778179
329.60153,250,106.946678
349.27975,250,107.198277
351.19,250,109.246961
316.94724,250,109.274983
120.29095,181,109.501037
142.82733,179,109.752362
365.2275,250,110.456549
321.55115,250,111.355965
316.1957,250,111.778335
323.22348,250,111.838349
369.77148,250,111.98597
341.97714,250,112.969404
339.41245,250,113.143848
329.46426,250,113.396871
370.80008,250,115.416356
303.81485,250,115.443335
346.32587,250,115.676017
346.92612,250,115.910241
329.2937,250,116.633142
208.91357,223,117.493306
348.88235,250,117.545073
160.51587,191,117.862256
348.23788,250,117.959507
380.89355,250,118.007067
352.32498,250,119.13698
394.08173,250,119.564081
326.45236,250,121.601206
378.95944,250,121.632039
360.84915,250,121.860256
408.6471,250,122.104762
375.51395,250,122.824271
386.24615,250,123.689289
367.7519,250,123.736311
384.325,250,124.061059
399.34265,250,124.163516
378.97253,250,124.21453
411.76178,250,125.362941
371.0553,250,125.779198
338.14633,250,127.80463
359.155,250,127.831847
378.80588,250,128.049696
402.89655,250,128.292881
395.08795,250,129.01592
145.75565,177,129.734338
363.08075,250,129.877782
367.81586,250,129.929588
394.17905,250,130.252631
314.83194,250,130.353723
404.66446,250,130.405777
461.8044,250,131.966192
390.76624,250,133.995418
407.54245,250,134.020881
418.20844,250,134.245739
378.31296,250,134.489401
179.36845,199,134.877788
386.08066,250,135.234216
383.4742,250,135.950556
130.86406,166,136.101827
390.30307,250,136.101892
379.6372,250,136.478964
375.96704,250,136.578314
369.7759,250,136.629457
353.8059,250,140.205346
392.75812,250,140.230726
193.94943,220,140.330097
383.72592,250,140.460688
372.89816,250,140.715338
409.8093,250,141.458682
395.81183,250,142.187815
442.19992,250,142.337001
346.5931,250,142.337071
381.21198,250,142.710175
389.2329,250,142.814413
33.658855,99,142.842399
373.03152,250,142.870931
370.86847,250,146.474077
425.3424,250,146.498631
379.86633,250,146.726591
371.22577,250,146.978109
380.72272,250,147.702817
399.92038,250,148.403244
385.56683,250,148.559689
393.1134,250,148.559751
359.557,250,148.947049
365.7877,250,149.053463
425.12946,250,149.090896
396.42834,250,149.117822
437.94907,250,152.722522
399.6353,250,152.751542
394.95703,250,152.960533
453.4202,250,153.21165
357.16724,250,153.938415
412.66153,250,154.668416
500.8948,250,154.81594
422.86612,250,154.816006
450.54736,250,155.189657
396.86426,250,155.289287
434.68405,250,155.318011
401.7236,250,155.348451
404.6577,250,158.921116
433.76273,250,158.949172
403.54672,250,159.175778
374.40353,250,159.425656
400.6595,250,160.149055
427.9127,250,160.866455
442.44052,250,161.014483
395.5394,250,161.014567
408.99814,250,161.383514
444.3862,250,161.480815
393.61444,250,161.510979
399.27017,250,161.53512
376.08,250,165.143617
409.66345,250,165.171241
383.5439,250,165.391424
404.41064,250,165.641966
189.11533,189,166.208269
403.98676,250,166.356417
439.66464,250,167.056837
411.888,250,167.209589
473.4599,250,167.209653
411.01428,250,167.589571
417.29605,250,167.686334
408.95148,250,167.734976
383.52414,250,171.342891
393.79935,250,171.368176
431.97266,250,171.584202
398.84665,250,171.836827
425.198,250,172.411537
422.30365,250,172.567382
481.88297,250,173.29332
439.14603,250,173.444265
407.5415,250,173.444333
426.59988,250,173.809679
442.66962,250,173.911254
427.4339,250,173.965806
422.7505,250,177.55176
417.69308,250,177.579558
423.53983,250,177.795213
452.571,250,178.040104
447.016,250,178.603495
508.96176,250,178.758411
396.1314,250,179.487538
415.2025,250,179.634132
415.06955,250,179.634207
426.55743,250,179.995902
455.84714,250,180.098039
413.63376,250,180.151449
400.89575,250,183.729402
435.43695,250,183.756925
549.5995,250,183.988297
413.6639,250,184.229129
415.21414,250,184.796414
381.29483,250,184.946684
435.69513,250,185.652369
400.99472,250,185.80609
392.619,250,185.806165
421.3124,250,186.187896
392.7902,250,186.294524
401.73334,250,186.350111
416.0803,250,189.932479
404.2045,250,189.96118
526.246,250,190.195051
431.77304,250,190.450734
392.75787,250,191.021119
416.5882,250,191.169057
419.6772,250,191.891116
436.86285,250,192.045847
397.9534,250,192.045911
387.02908,250,192.425718
514.687,250,192.527267
424.78882,250,192.580684
438.52106,250,196.229789
402.17157,250,196.256075
428.90356,250,196.483589
407.3416,250,196.730608
424.78134,250,197.307339
394.44604,250,197.458425
428.03784,250,198.198418
527.30237,250,198.349337
483.591,250,198.349401
425.774,250,198.731896
407.07358,250,198.835969
416.3754,250,198.888779
448.00824,250,202.47007
406.79434,250,202.49926
487.01044,250,202.724496
420.69467,250,202.98037
386.94513,250,203.558649
404.06033,250,203.705739
429.10315,250,204.433354
455.055,250,204.584236
434.95993,250,204.584298
384.9565,250,204.949619
406.0714,250,205.045729
460.19757,250,205.097384
451.62515,250,208.655972
441.47507,250,208.680265
417.9061,250,208.915439
466.6485,250,209.165266
432.76743,250,209.738876
469.80435,250,209.889114
432.06345,250,210.606867
436.708,250,210.759567
415.24588,250,210.75963
457.2877,250,211.144083
442.9901,250,211.244822
421.4216,250,211.294198
411.11996,250,214.883018
429.1881,250,214.913255
383.43845,250,215.145105
488.90225,250,215.389357
515.0096,250,215.971022
495.39764,250,216.119649
442.50903,250,216.83958
449.06903,250,216.986145
473.47836,250,216.986218
449.9878,250,217.358361
416.2535,250,217.464483
493.21915,250,217.516459
423.86758,250,221.173205
465.98196,250,221.201318
431.8657,250,221.435564
459.61795,250,221.692199
432.03925,250,222.271515
508.32178,250,222.424303
454.8577,250,223.172755
432.58426,250,223.31598
449.30807,250,223.316042
442.86432,250,223.690373
430.18546,250,223.788743
427.0742,250,223.843724
453.87097,250,227.447479
515.7226,250,227.475502
419.90057,250,227.702621
418.057,250,227.955398
436.90573,250,228.534416
420.78897,250,228.691275
417.78055,250,229.421403
396.84503,250,229.583089
462.17905,250,229.58319
390.38705,250,229.958882
475.07263,250,230.056952
404.4109,250,230.106489
423.6605,250,233.716006
445.47305,250,233.743284
389.09857,250,233.964352
409.7146,250,234.219573
445.54657,250,234.797736
442.99463,250,234.950406
475.10953,250,235.672142
484.1903,250,235.828759
481.5264,250,235.828858
439.58975,250,236.200908
532.98047,250,236.2998
467.52844,250,236.353109
407.9584,250,239.935236
412.66675,250,239.957086
409.6507,250,240.182721
468.70126,250,240.439683
431.73828,250,241.020391
405.16003,250,241.176074
447.66904,250,241.907804
407.45535,250,242.055758
409.41116,250,242.055825
460.29437,250,242.436992
397.28073,250,242.53541
472.4797,250,242.590434
410.18646,250,246.177221
395.90503,250,246.20339
432.49905,250,246.425405
422.73386,250,246.675621
442.43835,250,247.249021
493.2356,250,247.398459
450.42584,250,248.131572
424.64264,250,248.2821
437.74457,250,248.282206
397.69095,250,248.655349
420.84348,250,248.754188
443.99765,250,248.808381
474.5265,250,252.438447
385.09866,250,252.464044
432.97113,250,252.680596
388.28302,250,252.925637
473.98935,250,253.49545
493.0302,250,253.647101
413.7285,250,254.358363
402.4319,250,254.513777
426.09042,250,254.513875
429.72638,250,254.886042
474.30746,250,254.984387
452.49326,250,255.040508
447.33572,250,258.662195
456.00323,250,258.6899
457.54898,250,258.908138
377.44595,250,259.14965
423.79288,250,259.722581
442.3564,250,259.873912
416.08267,250,260.601431
423.16824,250,260.751777
421.7029,250,260.751841
419.62405,250,261.12843
393.3621,250,261.234352
435.3089,250,261.29004
470.23334,250,264.940612
419.059,250,264.966062
463.39136,250,265.198485
395.5609,250,265.445488
409.6136,250,266.029879
415.6985,250,266.193952
402.08096,250,266.907112
409.73587,250,267.063049
420.34317,250,267.063126
399.57703,250,267.44676
448.18488,250,267.549577
385.7788,250,267.604365
438.97803,250,271.274196
407.30954,250,271.30265
496.35132,250,271.535694
462.3959,250,271.786446
425.77954,250,272.35252
411.89792,250,272.5018
441.64127,250,273.218673
431.35995,250,273.370118
426.2175,250,273.370195
468.10193,250,273.746583
446.7027,250,273.850857
429.0276,250,273.902408
472.18845,250,277.519831
416.19675,250,277.548674
388.23276,250,277.779848
441.50015,250,278.0286
446.25845,250,278.591611
405.57776,250,278.743997
427.06943,250,279.490475
425.2598,250,279.646075
441.53714,250,279.646136
376.03622,250,280.024217
431.9718,250,280.132391
395.58655,250,280.186145
436.3083,250,283.773416
447.87762,250,283.801106
464.02805,250,284.034578
402.94568,250,284.294631
425.84296,250,284.859541
452.92032,250,285.010347
458.44168,250,285.710515
463.02814,250,285.865005
464.3215,250,285.865068
406.91782,250,286.244624
481.17007,250,286.343792
439.41324,250,286.399669
406.45618,250,290.029047
375.4697,250,290.058453
484.39417,250,290.285418
410.72324,250,290.536705
482.48923,250,291.118749
446.10193,250,291.270864
411.28738,250,291.988199
449.13803,250,292.145087
436.59076,250,292.145165
423.66885,250,292.512959
499.7836,250,292.616458
378.47287,250,292.670203
457.4856,250,296.345006
478.11093,250,296.370925
421.5683,250,296.593648
400.04547,250,296.838205
385.3451,250,297.420075
482.37726,250,297.57544
388.4998,250,298.295913
448.87134,250,298.447348
507.91537,250,298.447433
506.5162,250,298.820622
391.85455,250,298.923533
473.20633,250,298.976859
491.21112,250,302.632438
476.19852,250,302.656926
469.8647,250,302.886542
477.07083,250,303.13829
472.4801,250,303.716529
475.97632,250,303.859088
472.38498,250,304.576644
467.70374,250,304.73497
445.67706,250,304.735056
479.15518,250,305.110317
399.64774,250,305.216499
411.70566,250,305.271507
457.4419,250,308.883525
441.62277,250,308.913413
419.58664,250,309.14348
475.86987,250,309.394051
490.79807,250,309.95177
464.49634,250,310.098789
498.53317,250,310.822549
489.57486,250,310.975751
437.3275,250,310.975811
460.92065,250,311.350047
486.36893,250,311.455466
471.80045,250,311.506107
396.55167,250,315.147003
459.88184,250,315.176508
396.63962,250,315.404808
469.14035,250,315.660471
490.6541,250,316.26472
484.01538,250,316.412506
457.9833,250,317.129086
472.0217,250,317.275752
400.88327,250,317.275816
429.97864,250,317.652166
509.02438,250,317.75344
409.1446,250,317.802744
464.19962,250,321.426675
491.45175,250,321.458734
429.9568,250,321.689621
500.898,250,321.935867
392.57922,250,322.509419
510.01007,250,322.653515
539.31494,250,323.405091
482.16,250,323.564044
414.6565,250,323.56414
509.16006,250,323.938593
498.84564,250,324.037747
486.48578,250,324.093748
529.00354,250,327.710665
411.61017,250,327.737976
494.43155,250,327.967571
449.03537,250,328.223993
441.20267,250,328.806496
465.15756,250,328.951291
503.5094,250,329.683408
497.9089,250,329.839504
498.7024,250,329.839564
463.7303,250,330.215368
500.08066,250,330.317364
516.09894,250,330.368625
231.07607,239,333.752905
372.00024,250,334.009948
426.8712,250,334.25951
432.66513,250,334.515242
527.0114,250,335.108054
410.88348,250,335.26497
512.3202,250,335.983235
507.66888,250,336.137192
438.25937,250,336.137278
437.51593,250,336.512472
406.80902,250,336.609731
497.7684,250,336.661704
532.3856,250,340.057257
420.5335,250,340.319447
486.4533,250,340.570565
555.0122,250,340.82511
492.14688,250,341.408466
513.83,250,341.559546
513.187,250,342.301621
445.88348,250,342.463326
477.04578,250,342.46339
514.0485,250,342.843882
439.7106,250,342.948743
537.9671,250,343.008545
566.31366,250,346.40068
479.40485,250,346.6546
534.56287,250,346.905091
515.27966,250,347.154724
547.02295,250,347.721249
501.7304,250,347.871968
574.7661,250,348.599988
424.35767,250,348.751699
493.95505,250,348.751761
483.5745,250,349.126785
503.69574,250,349.228886
541.39905,250,349.279954
502.34137,250,352.667547
438.08862,250,352.919848
569.31775,250,353.179146
542.68634,250,353.43296
407.04733,250,354.031058
573.6234,250,354.182525
516.2601,250,354.911698
505.90112,250,355.06525
516.2057,250,355.065319
496.9185,250,355.440195
485.1949,250,355.544538
528.2564,250,355.596264
511.64194,250,358.949113
519.88824,250,359.195378
541.1901,250,359.448977
542.70386,250,359.706612
529.23376,250,360.290512
495.0012,250,360.439485
529.54956,250,361.162799
520.583,250,361.32164
502.02197,250,361.321707
462.59952,250,361.70247
447.66888,250,361.803418
557.63385,250,361.858851
526.0504,250,365.228451
555.87494,250,365.485317
442.92593,250,365.727074
508.6771,250,365.979989
460.45227,250,366.56846
476.95758,250,366.722435
446.03943,250,367.456351
562.0787,250,367.608088
586.4052,250,367.608165
576.71765,250,367.97912
463.4141,250,368.083024
564.37225,250,368.132982
534.487,250,371.480481
458.02585,250,371.735181
570.6877,250,371.981658
567.75214,250,372.232182
424.69473,250,372.81792
471.4533,250,372.967828
565.1924,250,373.693799
577.7946,250,373.845197
573.41956,250,373.845263
425.40234,250,374.217566
423.12424,250,374.314893
500.16934,250,374.369934
474.29382,250,377.768796
458.4859,250,378.028089
586.7635,250,378.271296
508.18454,250,378.517427
554.8689,250,379.098633
412.07092,250,379.247224
450.93237,250,379.974997
468.74707,250,380.128124
577.60864,250,380.12822
549.26636,250,380.49806
455.1407,250,380.600067
572.4324,250,380.650986
574.5576,250,384.038226
529.342,250,384.288826
436.60266,250,384.547071
453.60547,250,384.803014
395.33023,250,385.388134
583.9469,250,385.545743
446.1455,250,386.268853
531.0837,250,386.416745
533.80725,250,386.416818
518.7797,250,386.793345
558.33636,250,386.899742
497.75806,250,386.95357
530.2708,250,390.310962
579.84503,250,390.563296
467.93887,250,390.811812
472.73456,250,391.06992
518.458,250,391.653393
483.13333,250,391.808545
542.1592,250,392.535098
473.63107,250,392.695121
437.24652,250,392.695199
453.7221,250,393.065415
534.8355,250,393.167212
414.294,250,393.223936
569.18036,250,396.623184
545.505,250,396.874273
472.02963,250,397.123598
432.88388,250,397.355202
555.265,250,397.935143
558.197,250,398.081877
550.49243,250,398.798252
600.79083,250,398.952757
429.65604,250,398.952822
440.77225,250,399.324019
453.20758,250,399.426893
450.2229,250,399.485432
477.18225,250,402.81635
471.6727,250,403.052527
547.71643,250,403.295355
590.0059,250,403.541935
618.7279,250,404.098984
561.78076,250,404.238466
517.1737,250,404.939384
588.6534,250,405.085793
469.67184,250,405.085862
464.8755,250,405.452435
469.47815,250,405.553425
511.72125,250,405.607888
423.91388,250,408.950112
561.82996,250,409.19866
442.02112,250,409.447738
582.68176,250,409.694305
604.04956,250,410.275206
466.57687,250,410.42689
600.77356,250,411.167288
567.6936,250,411.325763
487.87128,250,411.325827
571.4144,250,411.699864
594.0883,250,411.804032
611.8154,250,411.853691
490.3568,250,415.212027
471.86523,250,415.468962
594.0016,250,415.719825
433.65314,250,415.980213
565.7038,250,416.552814
502.7166,250,416.704278
578.3594,250,417.420192
569.8211,250,417.567688
460.61652,250,417.567753
582.15137,250,417.950512
553.57294,250,418.058468
455.5563,250,418.114262
452.20392,250,421.448677
603.44434,250,421.709972
613.5401,250,421.958409
539.984,250,422.204161
465.10303,250,422.779223
458.45184,250,422.930665
484.66574,250,423.655752
454.73325,250,423.812506
539.17096,250,423.812571
576.5298,250,424.196289
403.65808,250,424.303851
461.0511,250,424.356078
566.6668,250,427.737252
562.61206,250,427.99473
617.69116,250,428.252192
587.7572,250,428.502606
476.87225,250,429.070216
581.9498,250,429.219633
529.8371,250,429.938669
551.1125,250,430.076011
569.56836,250,430.076079
478.37537,250,430.462589
594.0215,250,430.567212
476.18765,250,430.620076
450.76822,250,433.964546
598.70917,250,434.21024
611.3731,250,434.453328
610.17194,250,434.695617
590.73615,250,435.260873
595.30865,250,435.412246
595.1292,250,436.140727
566.8586,250,436.298112
466.4045,250,436.2982
579.5945,250,436.676702
569.9542,250,436.774277
597.5346,250,436.827938
499.0865,250,440.167026
566.3313,250,440.430136
519.8365,250,440.672796
554.09326,250,440.923543
453.0715,250,441.505375
565.2978,250,441.655048
610.4858,250,442.371949
603.343,250,442.521487
558.4649,250,442.521563
555.1759,250,442.893
517.0675,250,442.989339
564.87695,250,443.045512
469.30908,250,446.421921
571.1529,250,446.67228
602.8263,250,446.920184
589.28394,250,447.159576
611.9273,250,447.720758
519.48114,250,447.877176
573.9588,250,448.591856
521.8826,250,448.731746
595.39813,250,448.731812
599.8141,250,449.105009
605.8722,250,449.20927
589.6707,250,449.259023
592.62054,250,452.606251
602.4364,250,452.853045
547.2284,250,453.100562
592.9749,250,453.349865
593.2602,250,453.928166
469.852,250,454.081494
587.2996,250,454.819922
601.0578,250,454.97597
472.94583,250,454.976041
572.0715,250,455.339128
588.50757,250,455.439035
616.6768,250,455.491034
581.224,250,458.870478
603.21814,250,459.12166
581.768,250,459.384983
581.99396,250,459.625886
574.7506,250,460.194896
591.7927,250,460.349052
540.46295,250,461.079745
595.1387,250,461.222168
536.5517,250,461.222256
566.5775,250,461.592654
467.15762,250,461.690876
569.2345,250,461.742412
563.32153,250,465.091006
594.4833,250,465.332196
577.15234,250,465.583183
583.65375,250,465.828229
561.7084,250,466.401508
