#{"t_start": 1718042814.1731634, "env_id": null}
r,l,t
557.2169,250,466.557839
574.3527,250,467.270128
560.1249,250,467.418324
597.003,250,467.418389
587.1119,250,467.791122
578.0657,250,467.890419
579.9604,250,467.941046
598.9619,250,471.281773
497.35742,250,471.522167
487.6786,250,471.784388
577.1793,250,472.036431
604.7187,250,472.608865
471.13257,250,472.759634
585.606,250,473.496693
615.8438,250,473.641219
416.11838,250,473.641286
435.4017,250,474.021862
596.9504,250,474.124425
507.27493,250,474.172502
462.0448,250,477.466393
575.37286,250,477.713053
551.4283,250,477.957149
581.32916,250,478.205861
524.57764,250,478.776885
608.5084,250,478.922649
581.0506,250,479.639392
562.0846,250,479.780529
508.5324,250,479.780593
483.80313,250,480.135672
481.46912,250,480.233732
620.11316,250,480.285487
593.2834,250,483.604294
573.33075,250,483.845985
552.174,250,484.094336
584.9605,250,484.340513
490.47043,250,484.916734
593.0075,250,485.060085
553.5709,250,485.772407
554.0244,250,485.930776
606.6881,250,485.930863
616.83813,250,486.303114
564.7276,250,486.41111
562.9218,250,486.466404
574.1795,250,489.818611
576.8106,250,490.072788
538.7183,250,490.327624
598.8967,250,490.57693
573.6985,250,491.149635
588.7329,250,491.291727
582.92914,250,492.02595
517.16205,250,492.185887
575.4057,250,492.185962
579.5049,250,492.570929
557.86444,250,492.675438
610.992,250,492.719696
598.24207,250,496.077543
597.85333,250,496.320357
563.3223,250,496.576904
604.4778,250,496.832902
552.43756,250,497.408833
523.8859,250,497.562771
567.7533,250,498.291792
520.10736,250,498.445658
578.84625,250,498.445724
550.6812,250,498.820976
569.01904,250,498.922839
580.19086,250,498.975292
584.92834,250,502.327314
630.7406,250,502.576489
573.2736,250,502.823587
573.67615,250,503.080606
596.9229,250,503.661403
564.51263,250,503.815591
610.0174,250,504.55473
571.73926,250,504.701892
582.5218,250,504.701956
586.8753,250,505.074397
574.37683,250,505.177028
593.00195,250,505.234288
567.6599,250,508.593489
541.4382,250,508.83934
537.27014,250,509.091055
579.41614,250,509.342834
591.0841,250,509.898312
564.9815,250,510.041657
600.17267,250,510.765314
573.8575,250,510.924606
570.8072,250,510.924688
564.9855,250,511.294871
571.9563,250,511.401748
569.6694,250,511.453973
565.58594,250,514.819607
585.2421,250,515.078812
567.47534,250,515.331998
561.80914,250,515.578649
602.5957,250,516.148742
605.39233,250,516.296028
538.7696,250,517.026384
587.68115,250,517.181098
587.40625,250,517.181205
576.5608,250,517.564121
591.1592,250,517.670075
527.2133,250,517.719144
395.56766,250,521.078488
581.2762,250,521.314083
594.4347,250,521.574203
600.515,250,521.811311
562.97864,250,522.374654
577.1116,250,522.528157
564.72955,250,523.237928
539.3847,250,523.387357
526.2307,250,523.387438
580.37836,250,523.760258
602.24994,250,523.856896
588.82367,250,523.907383
589.4689,250,527.260171
552.4553,250,527.51527
600.8149,250,527.768717
567.73834,250,528.016197
580.7532,250,528.574511
570.31793,250,528.718998
567.7507,250,529.432336
518.80524,250,529.590096
542.991,250,529.590201
539.8503,250,529.976373
607.1206,250,530.074367
590.01074,250,530.12522
582.67664,250,533.461006
515.3518,250,533.714869
590.8141,250,533.969613
580.0323,250,534.220951
557.87787,250,534.796811
617.87085,250,534.949342
555.15857,250,535.655385
507.6699,250,535.8148
623.12506,250,535.81486
597.6083,250,536.183445
609.35443,250,536.28431
578.1292,250,536.33784
615.48376,250,539.641608
614.0427,250,539.883076
582.42786,250,540.137461
613.0141,250,540.378906
579.2612,250,540.951382
587.6707,250,541.103071
573.6209,250,541.828523
506.17514,250,541.978412
583.2331,250,541.97849
511.0726,250,542.351506
612.5365,250,542.445442
597.1537,250,542.502289
577.5346,250,545.827143
604.1786,250,546.080272
561.6146,250,546.334045
562.8567,250,546.592807
598.75214,250,547.165376
618.94165,250,547.316143
601.2001,250,548.041054
577.6439,250,548.18704
587.3898,250,548.187145
585.81647,250,548.56026
596.8658,250,548.664741
572.2324,250,548.714236
599.26697,250,552.046037
577.9292,250,552.302351
596.0055,250,552.547865
612.5213,250,552.790185
571.6728,250,553.365702
613.68335,250,553.511397
597.5667,250,554.233787
617.30676,250,554.381999
637.477,250,554.382074
582.34595,250,554.763558
586.42346,250,554.864906
603.45447,250,554.91939
603.3973,250,558.263669
642.6313,250,558.51817
620.49176,250,558.766932
588.4351,250,559.019028
597.9575,250,559.588705
609.26807,250,559.740077
598.9911,250,560.459184
609.72986,250,560.615754
585.28827,250,560.615839
601.8267,250,560.986955
622.4615,250,561.087839
523.37946,250,561.140077
601.0642,250,564.477462
503.67365,250,564.727304
575.3793,250,564.982326
542.4231,250,565.231665
612.52014,250,565.803114
549.707,250,565.95104
580.8193,250,566.675217
583.8699,250,566.830773
612.7128,250,566.830838
568.42993,250,567.204916
577.25146,250,567.302503
590.1927,250,567.348471
610.3305,250,570.71557
507.78827,250,570.965219
629.4742,250,571.228184
601.5688,250,571.47615
603.3001,250,572.053611
610.46967,250,572.207887
572.7968,250,572.912769
613.37067,250,573.070369
625.4852,250,573.070432
592.2774,250,573.445689
590.972,250,573.554915
614.6171,250,573.606672
605.16504,250,576.946234
519.08276,250,577.188694
621.7188,250,577.44336
611.27344,250,577.694871
616.10876,250,578.263821
550.4109,250,578.414654
602.37427,250,579.132841
522.2637,250,579.276595
581.329,250,579.27666
620.7958,250,579.656545
599.63464,250,579.759896
575.74414,250,579.813781
616.1933,250,583.176797
612.0546,250,583.426574
634.2593,250,583.67143
615.0442,250,583.931437
593.6714,250,584.49228
626.37177,250,584.643318
619.7296,250,585.362437
604.3847,250,585.513791
603.7792,250,585.513856
590.07874,250,585.889894
587.05054,250,585.99049
583.1092,250,586.041061
598.36743,250,589.397434
596.0964,250,589.649456
602.7435,250,589.896502
492.08643,250,590.142567
586.6578,250,590.714926
598.5235,250,590.866324
594.5511,250,591.591189
620.9622,250,591.733605
583.96405,250,591.733668
572.8383,250,592.089111
568.766,250,592.193923
601.40735,250,592.244893
607.22034,250,595.539487
620.6526,250,595.780408
621.11395,250,596.022752
576.12885,250,596.27691
613.84485,250,596.846424
565.45605,250,597.001686
601.6555,250,597.728274
538.96313,250,597.882253
597.7782,250,597.88233
573.4584,250,598.260242
622.5895,250,598.3636
609.8288,250,598.416219
606.4455,250,601.725106
621.5829,250,601.981556
585.1064,250,602.236149
583.9576,250,602.490469
623.12476,250,603.058711
622.8526,250,603.214928
527.4241,250,603.937322
485.5539,250,604.089014
571.3933,250,604.089079
504.4868,250,604.463639
576.85315,250,604.560235
539.5631,250,604.610353
605.64435,250,607.895745
632.9395,250,608.147339
554.7369,250,608.384266
581.7141,250,608.632476
585.5446,250,609.199889
600.9705,250,609.347853
574.83563,250,610.053887
573.1663,250,610.204134
596.4476,250,610.204221
585.82166,250,610.57159
596.5113,250,610.677825
630.15247,250,610.729602
547.8265,250,614.114207
614.7566,250,614.375578
580.6943,250,614.631064
626.34436,250,614.87398
603.4535,250,615.453363
618.61615,250,615.601162
612.6972,250,616.313724
599.51935,250,616.471076
505.02594,250,616.471143
607.2201,250,616.842107
609.4674,250,616.943042
590.9009,250,616.99707
573.0248,250,620.365115
628.56177,250,620.615763
647.2248,250,620.860409
617.139,250,621.117506
533.75085,250,621.686378
625.10144,250,621.837141
626.4934,250,622.585287
603.27875,250,622.730782
589.5544,250,622.73085
606.59247,250,623.118766
593.3362,250,623.214777
549.81384,250,623.270296
614.64154,250,626.678715
580.3827,250,626.928666
595.4809,250,627.187502
575.7454,250,627.440239
612.58496,250,628.021708
570.4396,250,628.17417
599.96765,250,628.890239
576.0446,250,629.048782
615.61804,250,629.048865
420.19208,250,629.420131
608.61127,250,629.523139
592.45856,250,629.573654
599.8734,250,632.936706
614.79486,250,633.174475
614.17456,250,633.428788
627.97546,250,633.679232
526.6196,250,634.249202
474.24744,250,634.397985
622.3844,250,635.125269
610.45667,250,635.268752
417.56653,250,635.268815
615.94354,250,635.652162
552.6257,250,635.7552
623.9345,250,635.803774
606.98505,250,639.172
649.5225,250,639.427921
594.33936,250,639.679811
603.24945,250,639.929379
598.1454,250,640.513314
635.1238,250,640.665718
588.66846,250,641.415007
427.48425,250,641.571026
601.76117,250,641.571089
609.248,250,641.957139
592.06525,250,642.057231
635.9116,250,642.105455
643.50555,250,645.491028
583.98627,250,645.745856
602.97565,250,645.994312
626.72345,250,646.245509
618.3852,250,646.814394
612.19446,250,646.971213
596.5139,250,647.691479
625.6096,250,647.84009
557.1622,250,647.840163
565.3848,250,648.221991
561.6912,250,648.330503
618.4772,250,648.383625
553.24976,250,651.74027
569.7112,250,651.991626
609.1567,250,652.251083
525.13043,250,652.506386
517.44305,250,653.105391
496.4946,250,653.25862
576.8649,250,653.980112
624.23785,250,654.129149
630.8983,250,654.12923
605.47,250,654.485221
587.1596,250,654.590747
612.69446,250,654.644526
632.40717,250,658.095321
625.18134,250,658.380121
607.06647,250,658.631365
570.6021,250,658.888623
650.47064,250,659.458507
609.37854,250,659.60151
623.6759,250,660.324743
629.9285,250,660.47737
591.98224,250,660.477436
620.57715,250,660.850561
618.0245,250,660.954761
614.59796,250,661.003228
418.23984,250,664.395366
613.02576,250,664.643177
618.8685,250,664.894672
547.8026,250,665.153695
610.73,250,665.733832
632.80255,250,665.888533
439.01663,250,666.609114
615.8346,250,666.761407
618.404,250,666.761471
630.10406,250,667.136374
598.57526,250,667.244492
600.81537,250,667.295606
579.96063,250,670.661867
594.3605,250,670.914063
627.865,250,671.177317
583.6189,250,671.429994
617.71,250,671.993447
618.07166,250,672.143583
571.3174,250,672.86587
601.2745,250,673.023098
627.178,250,673.023175
539.9136,250,673.406365
597.0352,250,673.511065
625.7445,250,673.559544
596.9029,250,676.95471
625.7948,250,677.207574
591.2461,250,677.465407
625.65924,250,677.708768
620.31757,250,678.272204
573.4838,250,678.428629
600.06506,250,679.149558
594.08575,250,679.303196
620.47046,250,679.303261
587.8803,250,679.671903
583.6461,250,679.77135
447.1961,250,679.823482
636.0212,250,683.162634
614.60095,250,683.416266
412.55112,250,683.660485
558.91327,250,683.904433
526.08923,250,684.484293
625.1491,250,684.634859
582.92413,250,685.348126
412.2484,250,685.502446
641.4521,250,685.502512
589.28394,250,685.871395
628.2497,250,685.966574
575.47064,250,686.0214
622.5563,250,689.381068
622.3529,250,689.636164
615.7081,250,689.889572
464.89658,250,690.12341
605.5545,250,690.700788
624.54095,250,690.857833
578.248,250,691.601597
521.18726,250,691.751869
593.70544,250,691.751933
616.8874,250,692.132411
593.3862,250,692.238208
610.98975,250,692.298591
638.15735,250,695.674929
607.68726,250,695.9148
533.98364,250,696.155322
415.97278,250,696.408203
606.052,250,696.980522
571.604,250,697.126541
603.7744,250,697.844339
616.2031,250,697.998268
602.456,250,697.998335
555.8079,250,698.369636
596.94696,250,698.475011
611.8747,250,698.527346
616.93744,250,701.870984
512.9051,250,702.122294
638.1379,250,702.380298
586.035,250,702.635583
613.804,250,703.196704
589.59576,250,703.345959
560.2973,250,704.051911
622.51447,250,704.203442
609.5628,250,704.203508
586.6467,250,704.578947
639.68805,250,704.680082
586.349,250,704.729073
499.8168,250,708.202379
617.8665,250,708.462796
593.4076,250,708.718735
590.4387,250,708.979085
631.2583,250,709.567238
626.1037,250,709.726818
634.5371,250,710.468835
623.605,250,710.630201
612.89954,250,710.630288
589.66095,250,711.012614
621.466,250,711.11623
611.6912,250,711.172832
623.52344,250,714.524967
635.68286,250,714.76741
578.9014,250,715.013807
586.0951,250,715.2617
590.815,250,715.83897
626.38727,250,715.995549
634.3775,250,716.731542
602.9199,250,716.880932
637.579,250,716.880997
486.67734,250,717.261818
577.42645,250,717.358668
612.28613,250,717.415217
422.69412,250,720.784961
602.4131,250,721.034731
602.6154,250,721.28973
559.1339,250,721.538717
458.40283,250,722.131246
598.59735,250,722.284265
592.4221,250,723.029001
578.28595,250,723.181747
610.76624,250,723.181832
597.2171,250,723.582483
621.9923,250,723.685681
619.5492,250,723.740511
609.436,250,727.133738
606.75006,250,727.386239
616.8327,250,727.640474
596.9753,250,727.891883
620.8733,250,728.467091
634.89795,250,728.619068
624.9685,250,729.343959
589.2741,250,729.500206
600.8374,250,729.500272
616.25433,250,729.86678
586.79974,250,729.967513
612.0869,250,730.017076
597.53625,250,733.393498
593.7496,250,733.651917
573.86426,250,733.901853
604.5368,250,734.1457
605.1195,250,734.728827
593.57404,250,734.883009
595.036,250,735.597262
626.551,250,735.755446
592.5252,250,735.75551
363.939,250,736.129837
584.8,250,736.229317
514.2083,250,736.284092
441.06076,250,739.675311
591.59607,250,739.946088
528.12573,250,740.206269
562.6145,250,740.467273
618.0625,250,741.033871
614.02234,250,741.194173
543.24615,250,741.914216
606.52905,250,742.071325
453.22983,250,742.071405
591.6943,250,742.455165
581.31586,250,742.56203
624.31116,250,742.616871
638.02,250,745.98318
621.0443,250,746.231462
613.72644,250,746.47237
547.42236,250,746.725668
638.9211,250,747.299695
598.936,250,747.455293
536.949,250,748.207478
614.9592,250,748.356011
597.92847,250,748.356076
618.6505,250,748.730889
621.61475,250,748.828055
568.3665,250,748.884793
584.16345,250,752.326677
599.62146,250,752.584324
499.3011,250,752.826072
593.0321,250,753.083124
501.69275,250,753.705569
583.9546,250,753.855859
579.8116,250,754.593032
635.19116,250,754.755899
615.29034,250,754.755957
591.7861,250,755.153827
585.98553,250,755.256989
617.6237,250,755.310205
593.537,250,758.66552
620.70685,250,758.923058
610.82007,250,759.179745
569.0368,250,759.43212
587.95087,250,760.008165
616.17255,250,760.161661
434.3107,250,760.879216
590.95245,250,761.02705
623.79724,250,761.027115
604.6714,250,761.393709
595.8101,250,761.497314
605.9761,250,761.554193
562.81714,250,764.876921
615.30273,250,765.125634
434.5142,250,765.382952
602.3942,250,765.619119
608.7435,250,766.173693
631.44403,250,766.319123
626.3898,250,767.03354
612.02405,250,767.187683
567.4247,250,767.187752
628.4275,250,767.569302
569.055,250,767.674247
619.6897,250,767.731209
615.313,250,771.096402
597.64215,250,771.349016
616.2564,250,771.601032
614.4819,250,771.847979
563.48303,250,772.436128
527.42163,250,772.594145
611.9895,250,773.313517
605.80743,250,773.46739
594.7974,250,773.467461
547.8481,250,773.842323
469.5134,250,773.948342
591.4091,250,774.00376
615.6977,250,777.409245
598.1468,250,777.65517
580.83044,250,777.910836
582.0364,250,778.161183
573.40826,250,778.738784
597.9977,250,778.889765
595.94836,250,779.601691
510.72864,250,779.757633
608.66705,250,779.757707
613.1116,250,780.147497
557.1259,250,780.24727
601.72705,250,780.301518
629.31146,250,783.727698
520.0487,250,783.985575
609.031,250,784.250315
590.06805,250,784.493428
550.0832,250,785.078971
623.46454,250,785.235552
616.86035,250,785.956384
616.64575,250,786.112625
587.8137,250,786.112688
593.4852,250,786.495969
582.9193,250,786.59874
582.54364,250,786.647228
597.0406,250,790.021722
518.6043,250,790.276206
594.186,250,790.529476
571.4906,250,790.783389
599.40845,250,791.370802
584.501,250,791.524433
586.74744,250,792.245793
625.67126,250,792.402786
585.4194,250,792.402851
601.28235,250,792.783734
598.7033,250,792.880935
562.95264,250,792.93295
601.89124,250,796.327336
622.4762,250,796.588678
579.9178,250,796.842788
588.73364,250,797.093524
603.60706,250,797.677731
620.6021,250,797.82686
585.56036,250,798.555839
578.74725,250,798.71382
629.99567,250,798.713906
620.7026,250,799.096789
593.66925,250,799.199061
621.1307,250,799.275333
436.2188,250,802.727132
557.20514,250,802.979082
592.4729,250,803.242759
600.20605,250,803.499113
568.0642,250,804.094828
596.1125,250,804.248233
597.13745,250,804.974022
591.9978,250,805.124662
598.2041,250,805.124727
543.7074,250,805.505173
598.2333,250,805.609055
352.0985,250,805.662555
605.3497,250,809.112759
602.5841,250,809.359889
540.6177,250,809.611105
626.3312,250,809.868675
576.35986,250,810.44673
609.9358,250,810.60142
596.6146,250,811.331194
586.0864,250,811.476305
606.0411,250,811.476394
631.9126,250,811.854548
591.606,250,811.960653
581.17584,250,812.01181
592.6345,250,815.444413
601.5736,250,815.708339
620.90063,250,815.955631
607.73157,250,816.204863
602.41516,250,816.791952
580.04816,250,816.945484
613.00665,250,817.67898
600.55493,250,817.834914
584.8629,250,817.834999
599.5548,250,818.190946
598.84894,250,818.294944
617.45215,250,818.346486
585.83057,250,821.721653
612.8495,250,821.978475
616.2549,250,822.233931
574.7452,250,822.48716
416.2283,250,823.054741
623.0486,250,823.202163
516.87634,250,823.928028
612.35846,250,824.072826
535.8169,250,824.072896
587.004,250,824.434099
587.8762,250,824.537258
486.23013,250,824.591978
601.41547,250,827.953246
595.22076,250,828.203422
587.8695,250,828.45256
577.27155,250,828.705054
645.1763,250,829.294115
579.71173,250,829.437711
595.30334,250,830.151953
598.9109,250,830.302246
606.34686,250,830.302309
589.42267,250,830.669477
610.3954,250,830.772376
580.4963,250,830.825986
596.4156,250,834.194872
580.6136,250,834.437756
554.0344,250,834.692505
613.14276,250,834.944244
475.75616,250,835.522039
582.2976,250,835.671617
624.7459,250,836.417036
620.35986,250,836.571951
509.39066,250,836.572014
582.7108,250,836.949611
574.95447,250,837.065447
609.3293,250,837.115804
471.14532,250,840.509198
585.7515,250,840.744086
619.8393,250,840.987038
603.5935,250,841.239418
532.93005,250,841.832846
605.6884,250,842.013722
590.2643,250,842.721727
534.1334,250,842.880867
587.4121,250,842.880928
603.0673,250,843.244678
581.1463,250,843.345793
626.6216,250,843.399591
644.2784,250,846.771074
610.43506,250,847.032516
635.8384,250,847.293952
602.0398,250,847.538689
593.29376,250,848.118816
600.48303,250,848.270494
602.3294,250,849.000338
631.2113,250,849.157755
622.91156,250,849.157817
585.69867,250,849.531193
611.53076,250,849.632879
589.7282,250,849.68957
575.6824,250,853.096133
579.04834,250,853.356312
461.7081,250,853.609677
612.97986,250,853.864187
609.0378,250,854.431796
619.6938,250,854.585773
605.62885,250,855.298114
625.25604,250,855.443726
630.0293,250,855.443789
614.1306,250,855.807739
609.5023,250,855.915867
589.6326,250,855.96739
586.1303,250,859.390061
594.848,250,859.646529
605.76294,250,859.900459
617.9674,250,860.156324
589.2338,250,860.730867
612.806,250,860.884908
604.0616,250,861.612982
465.64676,250,861.7698
606.59357,250,861.769903
576.6549,250,862.159659
612.58765,250,862.2624
614.4214,250,862.30984
611.73376,250,865.702276
577.42004,250,865.958302
585.888,250,866.205109
615.7264,250,866.458644
608.1789,250,867.032385
624.70416,250,867.181695
611.63116,250,867.901145
575.33215,250,868.062288
635.0299,250,868.06238
601.4,250,868.444082
522.8728,250,868.545023
608.618,250,868.596876
601.69214,250,871.970646
601.04926,250,872.220057
618.0134,250,872.467051
586.5174,250,872.715729
637.7051,250,873.335166
607.9326,250,873.491501
626.53424,250,874.205446
611.95483,250,874.352513
425.66724,250,874.352583
611.1677,250,874.72571
618.6004,250,874.824469
629.5115,250,874.876366
630.66907,250,878.296807
610.8686,250,878.55379
590.6774,250,878.81526
594.48444,250,879.075624
626.2929,250,879.662857
613.8163,250,879.815091
600.6154,250,880.540874
591.5391,250,880.687717
546.36804,250,880.687781
603.34576,250,881.062726
580.0533,250,881.167325
590.1038,250,881.218584
613.7172,250,884.549797
613.6437,250,884.799713
630.0064,250,885.050613
602.7341,250,885.352419
601.1083,250,885.93869
551.37885,250,886.099322
523.8009,250,886.845883
614.5276,250,886.999047
629.7727,250,886.999112
579.6002,250,887.38002
598.63544,250,887.482002
593.1694,250,887.534845
582.3375,250,890.899137
613.88367,250,891.156704
596.17426,250,891.421964
610.6174,250,891.673583
582.39044,250,892.268459
601.70135,250,892.418689
606.8183,250,893.15918
582.4933,250,893.309546
518.5757,250,893.309611
588.4236,250,893.69911
632.7412,250,893.804187
570.7424,250,893.856896
621.50745,250,897.235158
613.2606,250,897.485998
604.46124,250,897.724299
594.5685,250,897.972279
611.33496,250,898.531798
607.5196,250,898.683636
503.9238,250,899.40779
605.72614,250,899.562132
600.831,250,899.562238
578.9306,250,899.937424
599.6208,250,900.03857
605.24274,250,900.091273
591.6197,250,903.468529
640.03046,250,903.725231
585.68384,250,903.972971
602.9963,250,904.223102
610.9901,250,904.801363
588.1806,250,904.958046
623.1031,250,905.697983
602.3163,250,905.859111
604.96857,250,905.859195
616.41516,250,906.242364
605.7543,250,906.347575
591.32526,250,906.402744
622.7572,250,909.752252
608.5879,250,910.004898
559.01556,250,910.271271
626.2569,250,910.518839
586.0872,250,911.075223
614.1625,250,911.223191
618.27783,250,911.962657
594.5604,250,912.119416
597.8238,250,912.11948
628.8909,250,912.500157
615.8611,250,912.60669
580.55676,250,912.661448
601.33325,250,916.030463
614.56866,250,916.280157
617.7303,250,916.530213
623.8054,250,916.785953
629.6283,250,917.376722
574.9676,250,917.539593
576.64777,250,918.264846
615.13837,250,918.419417
578.27386,250,918.41948
648.4515,250,918.804504
614.5003,250,918.907317
595.2141,250,918.963697
642.16846,250,922.301536
532.2386,250,922.549526
587.0648,250,922.802315
593.95807,250,923.054876
607.99585,250,923.621673
578.04346,250,923.774313
619.3706,250,924.509403
623.92694,250,924.654317
580.2515,250,924.654402
626.2113,250,925.020386
599.3539,250,925.120924
626.13354,250,925.174473
590.06165,250,928.500637
603.93054,250,928.75033
600.5621,250,928.997547
629.5993,250,929.23974
575.5441,250,929.804019
585.1635,250,929.949596
551.36664,250,930.666751
635.9054,250,930.822828
604.4786,250,930.82289
612.3284,250,931.194618
598.8033,250,931.300592
513.85956,250,931.352099
613.303,250,934.685169
566.7687,250,934.92906
606.2549,250,935.180302
587.3915,250,935.428283
601.4557,250,935.998306
550.20056,250,936.152189
596.30554,250,936.869308
622.64215,250,937.025212
594.7735,250,937.025273
635.3962,250,937.404686
623.12164,250,937.504008
600.54315,250,937.558639
602.1654,250,940.891599
604.6436,250,941.144538
633.4615,250,941.402988
549.9814,250,941.6483
648.26404,250,942.218192
532.03577,250,942.372955
632.8592,250,943.110443
625.2137,250,943.256907
563.4131,250,943.25699
601.85065,250,943.650062
625.24896,250,943.751369
626.3898,250,943.803901
635.0581,250,947.186709
614.1939,250,947.433358
585.69666,250,947.667715
586.7889,250,947.916003
608.78186,250,948.482234
598.6161,250,948.633448
598.5139,250,949.349788
609.3321,250,949.495211
580.40216,250,949.495274
590.44196,250,949.864782
610.0242,250,949.963449
587.07135,250,950.016574
186.19917,227,952.745095
573.0799,250,953.543333
591.01324,250,953.782331
592.3546,250,954.021181
610.2223,250,954.577224
626.17487,250,954.724681
640.4305,250,955.424918
606.3456,250,955.573051
599.25525,250,955.573115
583.21075,250,955.945556
625.48834,250,956.047249
615.6426,250,956.097048
601.6955,250,958.762426
607.10706,250,959.568475
570.9077,250,959.797121
594.6344,250,960.041381
620.9885,250,960.591292
625.6883,250,960.732943
597.419,250,961.448664
431.7717,250,961.594227
564.04175,250,961.594293
563.9659,250,961.961566
608.6587,250,962.060667
438.2298,250,962.111377
582.1553,250,964.895737
599.62,250,965.701266
618.3748,250,965.956399
602.19147,250,966.213073
627.157,250,966.782429
598.83575,250,966.925301
612.8303,250,967.637272
577.8431,250,967.788355
618.2136,250,967.788438
569.58264,250,968.168431
611.5578,250,968.273296
605.7145,250,968.327311
584.17365,250,971.092642
567.33014,250,971.894068
619.55347,250,972.142941
626.63995,250,972.387945
602.3519,250,972.965475
622.5552,250,973.117887
619.10693,250,973.843679
576.06067,250,973.995108
638.6664,250,973.995193
606.9489,250,974.358612
560.15094,250,974.464248
613.119,250,974.510128
581.1352,250,977.277584
603.98145,250,978.08741
577.69293,250,978.339123
598.0126,250,978.592737
619.0304,250,979.166278
606.90674,250,979.312624
630.1486,250,980.025951
622.52844,250,980.164042
592.58344,250,980.16413
541.2848,250,980.535335
592.266,250,980.634743
614.72833,250,980.683725
604.91034,250,983.454238
580.3057,250,984.29267
616.31537,250,984.552625
571.1505,250,984.808997
627.03296,250,985.379058
621.43134,250,985.526001
590.1881,250,986.234177
622.5868,250,986.38294
615.5924,250,986.383037
626.937,250,986.759226
618.56067,250,986.861799
618.01227,250,986.912288
536.2433,250,989.664542
612.3637,250,990.476101
601.7411,250,990.730194
615.55444,250,990.977676
608.19867,250,991.540637
609.61487,250,991.691136
606.24927,250,992.452111
590.619,250,992.607108
637.207,250,992.607186
616.32874,250,992.99098
578.19556,250,993.08903
595.7917,250,993.146392
587.89276,250,995.922798
597.89606,250,996.71967
560.39685,250,996.965204
584.148,250,997.208186
598.87,250,997.76439
597.90765,250,997.904132
604.49756,250,998.617703
614.8661,250,998.777254
601.71735,250,998.777317
436.25876,250,999.145235
626.20294,250,999.246895
604.18463,250,999.300792
465.1245,250,1002.064493
615.49805,250,1002.880427
584.08405,250,1003.142197
512.6515,250,1003.394238
611.9937,250,1003.948787
630.41876,250,1004.106388
618.6153,250,1004.807597
615.78394,250,1004.959348
589.5393,250,1004.959425
626.9694,250,1005.325938
606.07764,250,1005.429127
536.52954,250,1005.479484
617.2995,250,1008.207074
634.9232,250,1009.035559
550.9624,250,1009.274258
604.95233,250,1009.523362
633.67804,250,1010.082271
631.1419,250,1010.222003
598.57996,250,1010.937924
602.51776,250,1011.097205
588.5278,250,1011.097269
620.89087,250,1011.46983
601.3443,250,1011.573033
621.4207,250,1011.624324
609.3887,250,1014.377603
609.19885,250,1015.201444
623.71643,250,1015.450962
553.3278,250,1015.702958
471.99957,250,1016.327364
590.22314,250,1016.489955
618.1012,250,1017.220354
611.8641,250,1017.373962
600.2051,250,1017.374025
595.4501,250,1017.752244
589.35815,250,1017.854222
636.8086,250,1017.906183
525.8274,250,1020.709375
626.35406,250,1021.542438
545.0631,250,1021.789358
596.68024,250,1022.037245
554.095,250,1022.626757
617.68207,250,1022.792348
612.3841,250,1023.54295
614.34607,250,1023.696493
602.93195,250,1023.696555
413.54803,250,1024.077715
631.1381,250,1024.179714
577.1112,250,1024.232426
579.6436,250,1027.033241
593.3988,250,1027.858161
614.5767,250,1028.114374
598.07947,250,1028.362424
592.874,250,1028.928955
587.3459,250,1029.084258
620.28253,250,1029.812054
610.9888,250,1029.966325
591.81714,250,1029.96641
608.59357,250,1030.342419
604.9372,250,1030.443089
541.4764,250,1030.497962
616.16644,250,1033.35722
611.33545,250,1034.20603
606.68054,250,1034.460572
621.20465,250,1034.714239
425.86124,250,1035.285241
492.8434,250,1035.437754
617.35443,250,1036.154024
602.3203,250,1036.303511
611.5384,250,1036.30358
602.34485,250,1036.695451
601.57056,250,1036.797343
476.14365,250,1036.850651
612.00653,250,1039.666711
600.4257,250,1040.476636
521.06494,250,1040.728679
612.90186,250,1040.976999
506.74594,250,1041.549204
602.64716,250,1041.693391
586.9252,250,1042.413011
613.5123,250,1042.568493
613.0768,250,1042.568557
607.68243,250,1042.93431
508.73065,250,1043.036813
611.29987,250,1043.090227
598.7971,250,1045.854493
610.2832,250,1046.69429
609.12006,250,1046.947382
598.80066,250,1047.212714
605.4593,250,1047.792925
612.25183,250,1047.94779
597.27606,250,1048.670516
562.85443,250,1048.828895
598.75903,250,1048.828957
621.66296,250,1049.19973
612.6453,250,1049.305183
617.66534,250,1049.356176
617.0917,250,1052.137535
611.22186,250,1053.000268
623.8603,250,1053.25796
600.09894,250,1053.526102
590.20154,250,1054.143268
594.6258,250,1054.289919
592.4135,250,1055.002203
598.20966,250,1055.150039
615.87616,250,1055.150113
602.5805,250,1055.524872
627.643,250,1055.624731
570.0491,250,1055.674918
602.393,250,1058.444686
598.1138,250,1059.258891
611.59436,250,1059.506469
645.67053,250,1059.75506
581.2951,250,1060.329684
501.74936,250,1060.477733
630.8454,250,1061.204514
495.29254,250,1061.349269
600.8191,250,1061.349333
625.06415,250,1061.72001
625.5878,250,1061.82395
621.99835,250,1061.879772
546.68536,250,1064.682673
628.54694,250,1065.513281
584.46387,250,1065.755261
408.4584,250,1066.003282
605.1849,250,1066.583085
581.7807,250,1066.741575
572.6506,250,1067.489123
626.52655,250,1067.63675
624.85156,250,1067.636821
633.50867,250,1068.01495
592.86206,250,1068.115434
