#{"t_start": 1718037505.7752743, "env_id": null}
r,l,t
503.50696,250,361.761227
536.4982,250,362.692654
557.0179,250,362.755437
491.72424,250,363.162513
553.62,250,363.185806
552.3276,250,363.416037
517.51013,250,363.924515
561.76935,250,364.030498
558.98444,250,364.194448
526.2446,250,364.194515
549.03577,250,366.669758
533.81226,250,366.753222
579.5599,250,366.873847
573.429,250,367.809781
530.42664,250,367.877005
521.3828,250,368.2882
528.39716,250,368.309863
490.21484,250,368.536517
535.40283,250,369.046618
540.25757,250,369.151616
610.3439,250,369.312991
505.3942,250,369.313057
556.18994,250,371.763854
534.20215,250,371.848378
527.0442,250,371.9721
566.77856,250,372.906365
545.6934,250,372.970551
513.4612,250,373.382824
557.2443,250,373.404173
526.04456,250,373.630073
513.19977,250,374.143903
512.008,250,374.247342
522.5086,250,374.413554
516.8718,250,374.413624
545.6474,250,376.82213
548.4131,250,376.902965
562.661,250,377.032341
535.0075,250,377.970623
545.4426,250,378.031915
559.70605,250,378.436681
552.96405,250,378.459798
575.2348,250,378.686986
549.2681,250,379.18151
564.263,250,379.282534
508.62558,250,379.444181
564.90686,250,379.444247
534.31354,250,381.902671
542.4996,250,381.987759
516.4466,250,382.110605
577.68164,250,383.045444
558.9278,250,383.109902
549.9903,250,383.524182
481.52072,250,383.547553
535.5265,250,383.766733
565.98956,250,384.272691
547.60223,250,384.380005
519.48816,250,384.544965
568.8067,250,384.545028
566.71796,250,386.99626
535.5486,250,387.080739
535.36536,250,387.202487
560.586,250,388.134406
494.27866,250,388.194383
552.4719,250,388.590461
570.29614,250,388.61569
509.16855,250,388.843921
528.69366,250,389.358501
539.11743,250,389.462372
528.16614,250,389.63191
573.01227,250,389.631988
521.8532,250,392.077511
524.73944,250,392.161975
579.28674,250,392.285315
514.2464,250,393.225256
566.52,250,393.288379
531.96844,250,393.691565
558.58606,250,393.713458
547.0927,250,393.925116
581.9017,250,394.433155
514.39514,250,394.537211
564.6756,250,394.699475
558.0312,250,394.699546
559.9482,250,397.196223
559.0121,250,397.28242
534.95276,250,397.40393
554.94226,250,398.347768
551.05914,250,398.409456
574.5862,250,398.823987
523.0759,250,398.846855
591.68286,250,399.077981
562.83075,250,399.598284
538.48224,250,399.70505
532.95154,250,399.871175
561.6366,250,399.871236
72.42887,114,402.054945
481.68878,250,402.364981
556.55927,250,402.44826
542.48193,250,402.571177
552.38403,250,403.529131
554.1088,250,403.594858
518.6156,250,404.007551
570.255,250,404.030317
548.48364,250,404.259978
553.2896,250,404.772694
533.67017,250,405.04334
548.9487,250,405.043423
583.5156,250,407.236674
604.4586,250,407.544432
498.4859,250,407.629382
523.64594,250,407.749372
525.7317,250,408.697129
512.66223,250,408.758508
509.12973,250,409.161983
563.4266,250,409.185565
553.3588,250,409.41101
562.846,250,409.918902
482.17114,250,410.182376
537.8107,250,410.182462
540.1734,250,412.426871
568.37646,250,412.740498
567.15344,250,412.82635
556.3413,250,412.954192
558.6762,250,413.936479
537.4952,250,414.000064
597.688,250,414.441936
521.37524,250,414.464845
548.957,250,414.693763
562.7171,250,415.238417
563.0162,250,415.529923
529.5248,250,415.530011
142.50505,151,417.176952
522.81366,250,417.780997
527.3601,250,418.096777
525.27374,250,418.1827
579.33435,250,418.320767
544.78467,250,419.383892
531.9847,250,419.823851
519.66296,250,419.845841
546.3504,250,420.07589
571.3769,250,420.596363
569.6548,250,420.868847
515.50586,250,420.86893
544.6696,250,422.463386
514.3199,250,423.044901
599.43274,250,423.353884
557.0636,250,423.434539
480.79355,250,423.562883
554.28595,250,424.576692
554.75836,250,424.989769
578.9562,250,425.013348
561.1746,250,425.23979
115.35745,136,425.280422
573.49725,250,425.751449
556.4458,250,426.024754
519.9409,250,426.024818
571.0445,250,428.191089
547.5309,250,428.500052
520.9368,250,428.585626
546.0708,250,428.713127
517.55115,250,429.720828
591.2929,250,430.131355
517.55133,250,430.15476
545.5558,250,430.384611
551.2561,250,430.43116
521.0744,250,430.904599
570.138,250,431.175622
569.62665,250,431.175686
533.2016,250,433.361248
543.8304,250,433.67251
381.36484,250,433.756884
554.10394,250,433.880492
539.03235,250,434.883811
505.00186,250,435.296649
586.8491,250,435.318454
531.8781,250,435.546851
566.3603,250,435.588346
551.4527,250,436.060486
531.0079,250,436.325179
528.1962,250,436.325315
545.04553,250,438.502339
508.65988,250,438.819087
536.5767,250,438.896566
521.8824,250,439.019486
552.28894,250,440.032637
544.26447,250,440.435699
558.517,250,440.460528
527.2474,250,440.682441
564.7325,250,440.724086
553.6216,250,441.199384
509.06482,250,441.4638
519.76056,250,441.463872
507.1899,250,443.625528
511.81567,250,443.936715
525.5473,250,444.020521
509.2669,250,444.149012
286.81012,250,445.151003
568.19836,250,445.564271
521.3222,250,445.589642
562.5009,250,445.816601
527.4926,250,445.858956
543.79755,250,446.329504
551.73584,250,446.598014
524.80554,250,446.5981
520.806,250,448.764224
565.0191,250,449.07132
382.42358,250,449.157476
265.79218,250,449.287626
503.12814,250,450.292778
545.3222,250,450.705139
523.1893,250,450.729306
512.51746,250,450.955344
527.73816,250,450.996205
562.7804,250,451.469411
567.9794,250,451.736019
510.60254,250,451.73608
571.7951,250,453.889992
556.2251,250,454.204194
569.1591,250,454.286821
550.18225,250,454.412437
532.3638,250,455.406869
558.2328,250,455.827016
523.324,250,455.85257
562.86597,250,456.081619
534.47205,250,456.124482
568.36096,250,456.601811
568.25507,250,456.867781
592.0987,250,456.867845
512.5439,250,459.024752
516.4833,250,459.340308
399.9322,250,459.427043
541.87885,250,459.552098
-15.868711,52,460.497775
503.87747,250,460.562128
527.8129,250,460.964992
502.2702,250,460.98787
551.5528,250,461.210629
542.887,250,461.251664
540.5307,250,461.726363
565.3408,250,461.997779
547.25684,250,461.997844
585.9527,250,464.168913
525.07745,250,464.479627
556.0741,250,464.685486
546.3463,250,465.630205
543.7059,250,465.695571
561.87115,250,466.102983
527.96826,250,466.126333
545.81964,250,466.359021
546.3475,250,466.405816
584.00476,250,466.876715
524.1951,250,467.150218
506.25235,250,467.150331
567.32935,250,469.301258
429.69568,250,469.605101
548.66235,250,469.811657
519.86676,250,470.752555
425.28485,250,470.816128
554.84204,250,471.227643
565.9138,250,471.251827
537.1432,250,471.479224
477.29678,250,471.52491
530.3957,250,472.004575
550.13806,250,472.278928
552.5696,250,472.278994
527.15076,250,474.440996
539.5559,250,474.750934
534.0799,250,474.955346
589.2259,250,475.902538
518.2839,250,475.966585
559.60114,250,476.382909
527.47687,250,476.406198
547.11176,250,476.630057
582.2747,250,476.675244
526.242,250,477.138206
548.68915,250,477.402836
569.36707,250,477.4029
510.83124,250,479.558721
528.04785,250,479.866132
578.68396,250,480.069221
571.82275,250,481.004469
496.88248,250,481.068958
549.7119,250,481.480634
442.67526,250,481.502958
558.8709,250,481.730425
550.4673,250,481.775606
543.0736,250,482.241632
548.25104,250,482.511337
526.19617,250,482.511401
582.6331,250,484.679179
565.13586,250,484.98541
576.54846,250,485.195757
572.69995,250,486.123268
553.59247,250,486.190486
563.3838,250,486.601407
552.97894,250,486.626338
481.67606,250,486.851357
523.30164,250,486.896882
532.39233,250,487.363798
-2.7977602,70,487.635546
508.05637,250,487.635609
531.91016,250,487.635622
542.52325,250,489.783137
547.74585,250,490.094246
539.75696,250,490.299589
364.14423,250,491.242057
574.4096,250,491.717351
552.37036,250,491.74024
508.28452,250,491.969611
556.4454,250,492.013482
555.0595,250,492.48268
550.27814,250,492.751575
572.65216,250,492.751664
600.9597,250,492.751692
544.9246,250,494.921429
518.5345,250,495.233328
578.5799,250,495.441366
553.4411,250,496.378533
533.83875,250,496.856587
556.1397,250,496.87814
526.0051,250,497.104958
548.5951,250,497.151417
549.52783,250,497.621828
589.7681,250,497.899335
569.973,250,497.899421
532.3586,250,497.899448
558.3976,250,500.070992
546.7525,250,500.379478
562.6297,250,500.583958
556.0332,250,501.516124
523.6432,250,501.991886
569.94824,250,502.01504
567.23145,250,502.243326
575.1486,250,502.290112
578.95374,250,502.763023
584.9245,250,503.039433
560.4924,250,503.039497
541.9695,250,503.039511
531.2404,250,505.206445
533.8172,250,505.517376
561.03687,250,505.729782
558.9095,250,506.676001
573.5316,250,507.140191
572.3191,250,507.164573
559.99695,250,507.39468
552.83655,250,507.439112
586.78973,250,507.913359
589.00494,250,508.185004
537.9703,250,508.185088
524.2146,250,508.185114
598.15594,250,510.354921
560.97546,250,510.670232
538.4417,250,510.874846
551.1887,250,511.819653
552.7224,250,512.287225
546.56067,250,512.309531
573.58167,250,512.536767
594.0432,250,512.580808
571.59515,250,513.057055
538.7427,250,513.325758
537.45105,250,513.32582
540.93005,250,513.325833
555.1635,250,515.520519
556.5675,250,515.833402
576.0788,250,516.034503
594.80743,250,516.972483
551.8871,250,517.440317
601.7235,250,517.46221
553.79456,250,517.688984
580.3984,250,517.729392
609.4939,250,518.195057
548.178,250,518.46334
572.22394,250,518.463407
590.2534,250,518.463421
576.5013,250,520.637403
571.35144,250,520.940758
565.21625,250,521.145631
548.83154,250,522.087159
545.3944,250,522.556333
551.2198,250,522.581042
539.571,250,522.805599
562.7359,250,522.847874
535.1166,250,523.32301
559.3927,250,523.58704
477.8816,250,523.587104
585.96063,250,523.587116
579.9725,250,525.761402
578.39496,250,526.07311
543.11346,250,526.27709
567.7981,250,527.220454
561.55585,250,527.690908
575.7149,250,527.716527
559.44556,250,527.946559
500.376,250,527.988602
580.23047,250,528.466723
534.8544,250,528.742653
563.84314,250,528.742718
550.71094,250,528.742731
578.964,250,530.908093
552.8515,250,531.218715
568.199,250,531.427612
570.46564,250,532.37871
570.1009,250,532.851254
534.0395,250,532.874468
595.45624,250,533.105319
398.04678,250,533.152322
558.22943,250,533.630644
570.8028,250,533.898442
563.28375,250,533.898528
569.9773,250,533.898555
533.17395,250,536.080108
581.41473,250,536.394455
551.4732,250,536.600274
560.4627,250,537.548376
564.0463,250,538.022244
581.74786,250,538.045373
600.694,250,538.2817
427.8477,250,538.322694
406.69278,250,538.795487
553.05316,250,539.066943
566.6685,250,539.067027
608.80817,250,539.067053
573.09174,250,541.234015
536.05566,250,541.540971
588.0919,250,541.743823
586.0006,250,542.687155
482.1378,250,543.157144
607.55084,250,543.181671
570.3418,250,543.4113
529.00946,250,543.454209
570.3425,250,543.934542
556.6215,250,544.202615
587.01825,250,544.202704
558.6979,250,544.202732
550.9112,250,546.366021
497.81418,250,546.669013
466.95746,250,546.879026
562.4264,250,547.821443
560.2424,250,548.294009
529.5108,250,548.319621
570.23474,250,548.553047
574.54895,250,548.595877
549.90564,250,549.078643
569.3387,250,549.348664
542.65594,250,549.348751
538.3582,250,549.348764
565.43805,250,551.499195
594.7872,250,551.808442
555.1857,250,552.016839
584.5098,250,552.954957
581.2348,250,553.430889
544.59314,250,553.454331
594.1237,250,553.679711
416.3694,250,553.72298
540.28204,250,554.197832
557.65326,250,554.471383
451.54456,250,554.471446
571.46655,250,554.471458
558.54626,250,556.622375
512.6712,250,556.929876
592.3866,250,557.1337
566.5261,250,558.067527
563.04285,250,558.53513
574.79474,250,558.559901
577.43286,250,558.786388
614.1455,250,558.829383
574.82196,250,559.302895
543.68677,250,559.574796
524.9479,250,559.574864
399.25778,250,559.574879
574.7801,250,561.748191
578.31006,250,562.06266
555.8311,250,562.267988
557.3854,250,563.206644
575.02936,250,563.67047
560.4312,250,563.69308
596.08997,250,563.911548
557.0169,250,563.953791
555.6911,250,564.423924
577.2087,250,564.682546
556.62915,250,564.682613
563.06506,250,564.682627
572.0647,250,566.848942
567.33936,250,567.154217
578.6127,250,567.354664
416.71597,250,568.292
569.26227,250,568.755633
604.2962,250,568.778045
526.3082,250,569.008675
565.67004,250,569.050905
533.19196,250,569.52584
560.1816,250,569.793678
614.1817,250,569.793741
516.17017,250,569.793755
563.1231,250,571.955954
539.961,250,572.257437
608.9294,250,572.464986
569.6357,250,573.397328
611.7168,250,573.861791
555.28564,250,573.885677
417.39996,250,574.115468
615.9054,250,574.162007
585.9251,250,574.637723
571.87067,250,574.906018
458.07193,250,574.906082
571.4052,250,574.906094
553.71545,250,577.074265
442.4351,250,577.381601
579.8569,250,577.588596
585.4016,250,578.531951
533.0769,250,579.00346
590.52673,250,579.025134
553.1233,250,579.257665
561.87225,250,579.29952
559.7324,250,579.775242
575.61237,250,580.047308
547.2688,250,580.047374
560.282,250,580.047388
535.3919,250,582.227956
589.3969,250,582.540124
574.31,250,582.75038
574.3987,250,583.701786
544.115,250,584.179698
554.60364,250,584.203865
579.87756,250,584.433586
554.7184,250,584.480028
570.2201,250,584.946293
530.2351,250,585.223346
573.74115,250,585.223408
622.915,250,585.223421
545.68634,250,587.385148
576.568,250,587.691332
382.7594,250,587.89555
543.5386,250,588.842044
550.91077,250,589.316895
560.3076,250,589.339804
563.1974,250,589.569605
572.15765,250,589.615427
536.54333,250,590.080148
575.8183,250,590.353189
558.11523,250,590.353261
558.0817,250,590.353302
568.2703,250,592.525206
587.8306,250,592.836851
549.57495,250,593.041377
579.6141,250,593.994908
587.4474,250,594.478025
569.8627,250,594.500371
551.31775,250,594.725957
570.1103,250,594.771595
555.2984,250,595.254586
572.8715,250,595.528138
574.2704,250,595.528202
584.0379,250,595.528214
579.5742,250,597.703647
611.2428,250,598.010707
589.96515,250,598.214669
577.1902,250,599.17544
576.39514,250,599.655436
567.7874,250,599.678356
603.1415,250,599.906521
592.85657,250,599.948788
554.20087,250,600.430091
546.6908,250,600.703215
604.1896,250,600.703289
568.5663,250,600.703304
568.2929,250,602.891178
555.02466,250,603.20504
598.51447,250,603.412313
545.42834,250,604.353704
585.128,250,604.830898
554.8269,250,604.853814
582.1237,250,605.083042
593.5919,250,605.130315
563.4274,250,605.600263
572.4532,250,605.867519
584.81055,250,605.867582
596.9617,250,605.867595
618.7175,250,608.068295
455.06448,250,608.367142
555.693,250,608.57517
564.06915,250,609.529444
590.54156,250,610.004925
577.5939,250,610.030066
577.6297,250,610.255021
576.40106,250,610.297663
451.39053,250,610.780524
565.7617,250,611.056509
585.6208,250,611.056571
474.30386,250,611.056584
559.61945,250,613.224395
603.55194,250,613.538428
576.45593,250,613.753548
580.0549,250,614.697243
585.00433,250,615.169517
546.30786,250,615.192342
555.8143,250,615.425695
593.3171,250,615.471915
558.25745,250,615.945773
586.5174,250,616.216145
571.5303,250,616.216208
575.6233,250,616.21622
496.43912,250,618.389553
556.33014,250,618.701331
581.6961,250,618.908983
600.9285,250,619.86203
559.8159,250,620.333246
351.97058,250,620.355609
616.98914,250,620.587096
566.3725,250,620.632135
585.8611,250,621.107929
596.0351,250,621.365698
583.4429,250,621.365783
550.2364,250,621.36581
602.8002,250,623.558326
579.47736,250,623.872595
584.12305,250,624.080631
627.955,250,625.038389
586.77374,250,625.517697
569.60504,250,625.539786
531.9432,250,625.771111
550.4394,250,625.813209
583.2443,250,626.288721
568.0052,250,626.559206
501.45358,250,626.559288
606.57715,250,626.559304
575.71423,250,628.719962
565.5868,250,629.033219
580.8858,250,629.242487
554.9742,250,630.190221
507.69247,250,630.676768
576.95056,250,630.700182
585.3861,250,630.927373
549.17,250,630.971994
570.15894,250,631.449833
608.00024,250,631.720556
576.8918,250,631.72062
582.96204,250,631.720634
553.0224,250,633.904789
591.19385,250,634.217093
596.8234,250,634.421926
575.03436,250,635.371802
588.0603,250,635.83762
567.2335,250,635.863035
596.538,250,636.08623
571.41223,250,636.127784
567.4137,250,636.599557
594.1337,250,636.867066
437.4495,250,636.867133
566.2443,250,636.867147
549.0771,250,639.046605
572.7334,250,639.357891
546.36536,250,639.571812
595.37805,250,640.519716
592.06573,250,640.999913
597.3741,250,641.023898
483.89673,250,641.256589
418.91934,250,641.303475
595.70917,250,641.781208
603.1698,250,642.04987
526.7613,250,642.049935
565.5036,250,642.049948
546.37134,250,644.225778
585.66974,250,644.536193
568.4085,250,644.744565
579.0116,250,645.685952
590.67194,250,646.163615
582.0206,250,646.185408
581.534,250,646.412007
601.1718,250,646.458021
593.7822,250,646.936071
578.85944,250,647.207577
450.3326,250,647.207663
540.67426,250,647.20769
560.6096,250,649.416125
556.4182,250,649.72843
573.3313,250,649.934793
589.0045,250,650.897845
624.03613,250,651.372649
572.12537,250,651.396083
597.737,250,651.62071
577.24225,250,651.664355
588.72046,250,652.13671
591.3042,250,652.412363
572.4786,250,652.412447
571.4852,250,652.412475
569.5569,250,654.613506
602.84784,250,654.937776
608.7555,250,655.151713
590.47,250,656.102674
564.71545,250,656.579403
611.7839,250,656.602772
558.7075,250,656.832031
585.5289,250,656.874948
567.62836,250,657.353303
578.69574,250,657.628384
625.45917,250,657.628448
576.40186,250,657.62846
595.37555,250,659.815241
585.5755,250,660.128726
615.6622,250,660.34232
588.3136,250,661.306091
571.5148,250,661.778639
571.21686,250,661.800723
572.0565,250,662.024567
587.5153,250,662.066563
581.60815,250,662.546347
583.928,250,662.815443
544.50354,250,662.81553
578.86945,250,662.815557
539.9644,250,665.009032
570.2009,250,665.325027
409.15005,250,665.536972
595.8182,250,666.475836
576.3259,250,666.953032
550.53284,250,666.975341
608.7898,250,667.207634
603.4571,250,667.255002
586.2683,250,667.728819
550.5111,250,667.997554
587.476,250,667.997618
589.4885,250,667.997631
500.63205,250,670.172442
439.87558,250,670.479511
593.4591,250,670.68396
582.90283,250,671.627219
555.32666,250,672.114012
564.2283,250,672.13691
599.9709,250,672.366467
578.64886,250,672.407429
559.6504,250,672.884006
584.66266,250,673.146095
526.9651,250,673.146182
522.0596,250,673.146195
550.4013,250,675.308331
621.0406,250,675.616171
571.90295,250,675.823881
593.6742,250,676.782802
558.43744,250,677.253925
580.57214,250,677.275795
613.26886,250,677.504843
539.358,250,677.548092
547.7305,250,678.021697
593.26605,250,678.295213
608.9645,250,678.295291
590.80664,250,678.295307
573.50146,250,680.468158
562.4086,250,680.78249
586.0106,250,680.992877
455.40204,250,681.933552
588.6686,250,682.410801
572.207,250,682.434232
568.10736,250,682.661482
549.57556,250,682.704566
576.2711,250,683.178249
584.0191,250,683.45094
479.34055,250,683.45103
566.9295,250,683.451057
588.1851,250,685.636451
550.3978,250,685.943267
583.51843,250,686.15574
597.3082,250,687.105086
607.78015,250,687.588504
523.6977,250,687.610592
594.70734,250,687.845583
570.6176,250,687.888235
587.06744,250,688.357587
595.4335,250,688.629395
571.6074,250,688.62946
548.308,250,688.629473
614.54803,250,690.831522
564.8015,250,691.142487
623.6621,250,691.350865
610.69446,250,692.283715
583.513,250,692.759697
464.26178,250,692.783127
487.85284,250,693.010592
544.92505,250,693.05449
584.7552,250,693.530613
606.32086,250,693.799692
571.18414,250,693.799758
593.1974,250,693.799771
476.87323,250,695.970493
548.0544,250,696.280158
559.6506,250,696.490084
609.96796,250,697.459993
541.2761,250,697.92639
570.61584,250,697.948493
564.0361,250,698.176554
578.6403,250,698.220732
565.0091,250,698.699255
584.3909,250,698.968745
569.7085,250,698.968821
567.71796,250,698.968848
560.0882,250,701.165325
555.1873,250,701.491146
421.14352,250,701.702028
568.0627,250,702.657201
579.4207,250,703.130755
584.85266,250,703.15561
583.9944,250,703.388066
486.50067,250,703.433481
595.50433,250,703.911941
596.36914,250,704.186031
607.0659,250,704.186093
604.6845,250,704.186106
580.94806,250,706.356466
619.7963,250,706.67075
546.2044,250,706.880816
574.45953,250,707.834047
574.5988,250,708.306031
566.7716,250,708.328928
536.1285,250,708.554253
586.29034,250,708.597197
582.80994,250,709.072714
586.1908,250,709.342112
430.7479,250,709.342196
559.5105,250,709.342212
557.4557,250,711.531147
427.40543,250,711.839548
605.78766,250,712.044732
573.49475,250,712.995157
590.26166,250,713.468389
580.8687,250,713.491433
576.17786,250,713.722133
611.08813,250,713.76289
565.7825,250,714.236109
588.81055,250,714.510855
555.5922,250,714.510944
572.7322,250,714.510971
534.11035,250,716.642394
585.8341,250,716.940423
560.1648,250,717.15141
554.26776,250,718.084507
598.75,250,718.559162
578.60767,250,718.582386
592.0572,250,718.822226
592.34686,250,718.867496
556.7615,250,719.375015
573.24835,250,719.657435
594.2776,250,719.657501
576.72815,250,719.657513
590.0593,250,721.949608
557.63763,250,722.271218
618.3982,250,722.488696
594.14233,250,723.469385
581.4572,250,723.953219
538.65485,250,723.978538
599.4608,250,724.209855
624.14264,250,724.257646
571.1254,250,724.748222
593.5962,250,725.014977
600.62195,250,725.015052
593.4853,250,725.015065
558.00946,250,727.242039
602.1067,250,727.565212
593.8344,250,727.781203
583.23724,250,728.807327
549.3906,250,729.315497
581.151,250,729.339028
584.89355,250,729.565696
572.19653,250,729.610106
565.58246,250,730.083769
590.4311,250,730.349228
578.7502,250,730.349319
597.3682,250,730.349337
612.82697,250,732.525648
604.3169,250,732.832052
567.9725,250,733.045588
586.5978,250,733.979693
590.04456,250,734.461671
605.04626,250,734.484153
579.86804,250,734.713331
564.846,250,734.754707
497.9562,250,735.226149
568.0103,250,735.492401
503.11392,250,735.492487
554.45496,250,735.4925
623.1505,250,737.646955
596.07086,250,737.96024
617.1607,250,738.168941
574.1015,250,739.117451
616.65076,250,739.587781
592.15607,250,739.609589
586.09674,250,739.839989
616.7623,250,739.881763
555.9127,250,740.362936
575.86816,250,740.630845
582.2326,250,740.630908
577.28326,250,740.63092
589.2256,250,742.821899
573.17316,250,743.121603
464.30273,250,743.32672
582.462,250,744.253468
563.91223,250,744.726427
601.64905,250,744.752371
587.82776,250,744.983684
475.60425,250,745.0256
575.7393,250,745.49829
602.17053,250,745.765833
579.334,250,745.765909
586.50916,250,745.765923
599.8397,250,747.928365
559.6859,250,748.234446
602.55963,250,748.439618
587.5851,250,749.387502
580.3311,250,749.86753
547.448,250,749.889465
596.2364,250,750.120147
577.0465,250,750.164234
538.25977,250,750.631722
632.46704,250,750.905556
573.33575,250,750.905623
579.55664,250,750.905636
588.88367,250,753.082619
579.0198,250,753.388143
610.47815,250,753.59679
583.7509,250,754.544723
520.7659,250,755.016781
575.8533,250,755.037785
567.7378,250,755.267486
542.76324,250,755.314014
592.8997,250,755.786989
587.17957,250,756.064237
594.73615,250,756.064309
562.97516,250,756.064322
567.2238,250,758.247227
576.5115,250,758.559235
610.4323,250,758.767576
562.90717,250,759.714335
579.1689,250,760.191207
576.25336,250,760.2164
557.2106,250,760.445012
584.3239,250,760.487992
620.7861,250,760.963424
609.62476,250,761.239799
613.0564,250,761.239862
544.7505,250,761.239875
512.6776,250,763.414196
584.72595,250,763.709818
598.8803,250,763.91793
581.27783,250,764.856589
582.9737,250,765.325799
613.551,250,765.351268
590.4345,250,765.577076
574.9402,250,765.621866
578.13824,250,766.104017
581.8314,250,766.377301
576.2755,250,766.377365
509.51587,250,766.377378
598.79755,250,768.529288
563.6404,250,768.844557
562.1779,250,769.054251
556.13416,250,769.992159
605.76086,250,770.472538
575.0054,250,770.495712
565.94495,250,770.724128
508.13376,250,770.766435
589.8875,250,771.241782
607.6202,250,771.519622
526.67285,250,771.519707
617.3597,250,771.519722
561.2563,250,773.704515
580.6037,250,774.014046
554.3733,250,774.220254
571.1325,250,775.161628
593.1725,250,775.632635
610.3524,250,775.655033
619.7018,250,775.877945
585.6331,250,775.923936
559.4952,250,776.398158
568.0112,250,776.665174
436.89212,250,776.665238
573.51086,250,776.665251
474.17123,250,778.821412
568.9399,250,779.128423
576.98883,250,779.327807
599.68005,250,780.262187
569.3636,250,780.733625
582.873,250,780.756748
543.19867,250,780.982055
591.50055,250,781.027936
605.67535,250,781.494975
554.4673,250,781.767948
608.1259,250,781.768012
582.94226,250,781.768025
576.7655,250,783.941505
606.4507,250,784.248616
481.1986,250,784.453969
586.03925,250,785.402752
587.5961,250,785.8788
572.2085,250,785.901612
595.6466,250,786.131409
535.68115,250,786.176059
597.74036,250,786.657696
594.5398,250,786.930046
595.42725,250,786.930111
593.34674,250,786.930124
605.425,250,789.104058
576.78906,250,789.414863
581.8783,250,789.623229
437.2221,250,790.572311
614.62915,250,791.041992
576.20935,250,791.066708
582.90204,250,791.293365
591.027,250,791.336627
586.3507,250,791.809402
568.6031,250,792.073111
557.63727,250,792.0732
471.09146,250,792.073227
589.9745,250,794.251572
571.3391,250,794.563727
518.6923,250,794.768544
611.7679,250,795.713395
585.09283,250,796.182236
597.57166,250,796.207764
575.0346,250,796.436348
581.42114,250,796.477777
525.0581,250,796.955822
429.9021,250,797.225747
586.0354,250,797.225837
614.0001,250,797.225851
610.8915,250,799.395678
561.4518,250,799.692911
596.23035,250,799.890525
564.63477,250,800.817941
578.0744,250,801.289754
445.17755,250,801.312936
583.5761,250,801.543078
601.7734,250,801.584334
591.65955,250,802.067708
568.022,250,802.337597
624.212,250,802.337663
574.20807,250,802.337676
578.7664,250,804.520481
595.2352,250,804.827453
610.62366,250,805.0375
577.15424,250,805.978995
582.1192,250,806.442804
584.3801,250,806.466459
576.0523,250,806.689686
585.60803,250,806.73235
415.3203,250,807.199708
494.41098,250,807.470264
580.4537,250,807.470337
603.06793,250,807.47035
599.83307,250,809.628086
581.9306,250,809.936935
596.86774,250,810.146871
566.05023,250,811.098569
486.51096,250,811.571748
570.0311,250,811.595457
578.23267,250,811.816222
573.67017,250,811.8589
626.3653,250,812.32609
609.41205,250,812.592948
560.62744,250,812.593009
566.822,250,812.593024
607.9151,250,814.719025
615.19763,250,815.030719
620.7917,250,815.240315
551.5831,250,816.197948
622.65533,250,816.670151
552.139,250,816.692372
629.84247,250,816.922024
554.85803,250,816.965517
575.9394,250,817.438391
566.66907,250,817.713203
594.77527,250,817.713267
594.3134,250,817.713321
582.8927,250,819.869725
594.1984,250,820.178572
594.7056,250,820.378555
428.29163,250,821.309379
583.6199,250,821.776181
564.95337,250,821.799486
579.1169,250,822.033181
591.5232,250,822.075828
579.67267,250,822.547061
606.6354,250,822.813525
559.60236,250,822.81359
605.78,250,822.813602
596.2105,250,825.004099
577.29785,250,825.313882
606.58636,250,825.52546
604.84546,250,826.467678
582.44354,250,826.952414
606.50354,250,826.974647
590.90576,250,827.202091
598.2313,250,827.244766
601.2975,250,827.718982
576.1266,250,827.995895
624.37213,250,827.995959
573.29456,250,827.995972
619.54987,250,830.165118
614.2125,250,830.47138
558.04596,250,830.671361
556.13007,250,831.601767
602.23413,250,832.081053
576.44037,250,832.104219
497.2818,250,832.330341
586.5022,250,832.373645
592.54913,250,832.852802
566.92474,250,833.118505
594.70233,250,833.118571
555.72504,250,833.118584
590.86633,250,835.303848
612.84314,250,835.61727
577.99133,250,835.825866
567.8504,250,836.763295
570.6037,250,837.241904
484.1969,250,837.265301
600.8446,250,837.494066
603.52966,250,837.537876
532.95966,250,838.017437
606.34607,250,838.285758
583.60394,250,838.285822
573.6802,250,838.285835
525.86633,250,840.467769
417.37466,250,840.785378
494.48645,250,840.993728
424.33917,250,841.931941
604.1098,250,842.404893
601.51306,250,842.428316
591.55145,250,842.658032
513.3479,250,842.698973
603.8588,250,843.174176
576.26544,250,843.446201
591.84705,250,843.446263
466.2381,250,843.446284
597.2275,250,845.618445
557.8646,250,845.926944
581.9274,250,846.137728
650.0564,250,847.0847
500.31802,250,847.561206
553.40234,250,847.585389
560.93567,250,847.804964
613.22424,250,847.848857
599.1898,250,848.321094
502.47156,250,848.591048
575.1083,250,848.591113
582.465,250,848.591127
610.2525,250,850.752268
455.42264,250,851.058218
590.6044,250,851.268794
542.6712,250,852.211694
590.273,250,852.688674
599.5258,250,852.712174
573.3004,250,852.941497
584.4511,250,852.988901
605.7187,250,853.465513
574.4364,250,853.739335
600.21857,250,853.739399
522.2319,250,853.739411
594.92175,250,855.924578
560.153,250,856.23924
609.1541,250,856.447392
569.731,250,857.401662
574.9218,250,857.88298
607.9836,250,857.907902
576.7692,250,858.144664
556.8943,250,858.186958
550.7443,250,858.662264
601.0922,250,858.925845
609.17804,250,858.92591
597.57623,250,858.925923
596.02856,250,861.13006
565.15015,250,861.441647
590.62006,250,861.6575
562.59753,250,862.610327
